metal,database,name,product,location,unit,description,categories,activity type,production amount,parameters,authors,data quality
cadmium,ecoinvent-3.10-cutoff,primary zinc production from concentrate,cadmium sludge from zinc electrolysis,CA-QC,kilogram,"This dataset represents the production of high grade (SHG-Special High Grade) primary zinc by hydrometallurgical processes. Specific data were collected from the only producer in the Québec region, for the years 2011-2012.
Primary zinc is produced in the form of ingots and shot, respectively used as coating in steel work/die cast and for electroplating. About 25% of the produced zinc is in the form of an aluminium alloy.
The zinc concentrate, coming from all around the world (e.g. Canada (Québec and Ontario), Australia), is transported to the site by train or by ship and truck and mixed on site. The site is able to treate zinc concentrate contaminated with mercury and selenium but cannot recover silver and lead. Contrary to the GLO dataset, this dataset does not include waste contaning indium (""indium rich leaching residues, from zinc production"" by-product flow).
Geography:  This activity represents the production of primary zinc in the Québec region.
Technology:  Hydrometallurgical process
Sulphide concentrates are roasted first in fluidized bed roasters to produce zinc oxide (calcine) and sulphur dioxide. Roasting is an exothermic process and no additional fuel is used to sustain the reaction, the heat generated is recovered to produce steam. Calcine is then sent to the leaching step. Roaster gases are treated in hot electrostatics precipitators to remove dust. The remaining dust and volatile metals such as mercury and selenium are removed in the wet section of the acid plant through a cooling tour, a mist precipitator and a mercury tower (Boliden mercury removal processs). The sulphur dioxide is then converted to sulphuric acid in a conventional recovery system (converted and absorbing tower).
Leaching of the calcine is carried out in a number of successive stages using a gradually increasing strength of hot sulphuric acid. The initial stages dissolve the major part of the zinc oxide and the other stages dissolve the zinc ferrite (ZnO.Fe2O3) and convert iron into Jarosite (sodium Jarosite). Zinc sulfate (ZnSO4) entering the electrolysis stage produce electrolyte (H2SO4) that is returned to leaching plant. Other metals are also dissolved during the process and are removed after leaching. Iron is the major impurity, which is precipitated in the form of Jarosite.
Overall waste: The production of metals is related to the generation of several by-products, residues and wastes. Relatively large quantities of iron based solids, depending on the iron content, are generated by the leaching process (6.14E-1 kg Jarosite/kg zinc). Cement is added to the Jarosite to produce Jarofix (an inert waste). Solid residues also arise as the result of the liquid effluents treatment. The main waste stream is gypsum (CaSO4) and metal hydroxides that are produced at the wastewater neutralization plant. Mercury and selenium residues arise from the weak acid bleed treatment from the acid plant. Selenium can be recovered from these residues depending on the market demand for this metal.
Overall emissions: The emissions to air can either be stack emissions or fugitive emissions. Stack emissions are normally monitored continuously (SO2) or periodically (other emissions) and reported. The main emissions to air from zinc production are sulphur dioxide (SO2) and particulate matters including metals. Main emissions to water are metals and their compounds. The monitored metals are zinc, cadmium, lead, mercury, selenium, copper and arsenic.",,ordinary transforming activity,1.0,"[{'description': 'fraction, process water, to air', 'id': 'daadf2d4-7bbb-4f69-8ab5-58df4c1685eb', 'unit': 'dimensionless', 'comment': 'Estimation by data provider.', 'amount': 0.014, 'pedigree': {'reliability': 2, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': -4.2687, 'scale': 0.20149441679609886, 'scale without pedigree': 0.2, 'name': 'fraction_PW_to_air'}, {'description': 'lifetime', 'id': '902d8a9c-c2b3-4b9e-855c-94bbe44f79db', 'unit': 'year', 'comment': 'Estimation by data provider. Lifetime of the site excluding the plant buildings and roads, includes the tailing pond, the wastewater treatment sludge pond and the Jarofix disposal site.', 'amount': 100.0, 'pedigree': {'reliability': 4, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': 4.6052, 'scale': 0.5549774770204643, 'scale without pedigree': 0.5477225575051661, 'name': 'lifetime'}, {'description': 'surface site', 'id': 'dbe19451-4225-4f58-98f4-b7fb6b1da32c', 'unit': 'square meter', 'comment': 'Estimation by data provider. Surface area of the site excluding the plant buildings and roads, includes the tailing pond, the wastewater treatment sludge pond and the Jarofix disposal site.', 'amount': 1050000.0, 'pedigree': {'reliability': 4, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': 13.8643, 'scale': 0.5549774770204643, 'scale without pedigree': 0.5477225575051661, 'name': 'surfaceSite'}]","{'data entry': {'name': 'Catherine Reid', 'email': 'catherine-2.reid@polymtl.ca'}, 'data generator': {'name': 'Catherine Reid', 'email': 'catherine-2.reid@polymtl.ca'}}",
copper,ecoinvent-3.10-cutoff,gold-silver mine operation and beneficiation,"copper concentrate, sulfide ore",CA-QC,kilogram,"Geography:  Inputs and outputs relate to Quebec production.
Technology:  The ore is mined in an underground mine and transported by trucks to the mill for further processing. 
The ore is then fed into a series of grinding mills where steel balls grind the ore. Then follows the steps of flotation of copper and zinc, concentrate handling, cyanide destruction and backfilling of the tailings, refining of gold by electro-winning and melting in furnace to produce the gold and silver ingots. 20% of the tailings produce are sent underground to be used as backfill; sulfidic tailing is managed on site in tailings ponds.
Time period:  The dataset represents the activity in 2012",,ordinary transforming activity,1.0,"[{'description': 'fraction_PW_to_air', 'id': '03aa6275-c0cd-43cf-894c-b062f8a2baa6', 'unit': 'dimensionless', 'comment': 'Literature value. In case when no industry/process specific data are available, default evaporation fraction value is used. This value is 15% and is based on literature (Statistics Canada, 2007 & Shaffer, K.H., 2008, Consumptive water use in the Great Lakes Basin, USGS & Shiklomanov, 2003, World Water Resources at the Beginning of the 21st Century) and has been approved by an expert.', 'amount': 0.15, 'uncertainty type': 0, 'loc': 0.15, 'name': 'fraction_PW_to_air'}, {'description': 'fraction_TW_to_air', 'id': 'bed45657-1efd-4ddb-bbe3-952e8f626a05', 'unit': 'dimensionless', 'comment': 'Calculated value. See comment in the other parametres present in this dataset. Tap water is considered to be always used as process water, thus process water fractions to air are applied to all tap water input flows to calculate the amount of water consumed in the processes.', 'amount': 0.15, 'uncertainty type': 0, 'loc': 0.15, 'name': 'fraction_TW_to_air'}]","{'data entry': {'name': 'Catherine Reid', 'email': 'catherine-2.reid@polymtl.ca'}, 'data generator': {'name': 'Catherine Reid', 'email': 'catherine-2.reid@polymtl.ca'}}",
aluminium,ecoinvent-3.10-cutoff,"electricity, high voltage, aluminium industry, production mix","electricity, high voltage, aluminium industry",CA,kilowatt hour,,,production mix,1.0,[],"{'data entry': {'name': '[System]', 'email': 'support@ecoinvent.org'}, 'data generator': {'name': '[System]', 'email': 'support@ecoinvent.org'}}",
gold,ecoinvent-3.10-cutoff,gold-silver mine operation and beneficiation,"gold-silver, ingot",CA-QC,kilogram,"Geography:  Inputs and outputs relate to Quebec production.
Technology:  The ore is mined in an underground mine and transported by trucks to the mill for further processing. 
The ore is then fed into a series of grinding mills where steel balls grind the ore. Then follows the steps of flotation of copper and zinc, concentrate handling, cyanide destruction and backfilling of the tailings, refining of gold by electro-winning and melting in furnace to produce the gold and silver ingots. 20% of the tailings produce are sent underground to be used as backfill; sulfidic tailing is managed on site in tailings ponds.
Time period:  The dataset represents the activity in 2012",,ordinary transforming activity,1.0,"[{'description': 'fraction_PW_to_air', 'id': '03aa6275-c0cd-43cf-894c-b062f8a2baa6', 'unit': 'dimensionless', 'comment': 'Literature value. In case when no industry/process specific data are available, default evaporation fraction value is used. This value is 15% and is based on literature (Statistics Canada, 2007 & Shaffer, K.H., 2008, Consumptive water use in the Great Lakes Basin, USGS & Shiklomanov, 2003, World Water Resources at the Beginning of the 21st Century) and has been approved by an expert.', 'amount': 0.15, 'uncertainty type': 0, 'loc': 0.15, 'name': 'fraction_PW_to_air'}, {'description': 'fraction_TW_to_air', 'id': 'bed45657-1efd-4ddb-bbe3-952e8f626a05', 'unit': 'dimensionless', 'comment': 'Calculated value. See comment in the other parametres present in this dataset. Tap water is considered to be always used as process water, thus process water fractions to air are applied to all tap water input flows to calculate the amount of water consumed in the processes.', 'amount': 0.15, 'uncertainty type': 0, 'loc': 0.15, 'name': 'fraction_TW_to_air'}]","{'data entry': {'name': 'Catherine Reid', 'email': 'catherine-2.reid@polymtl.ca'}, 'data generator': {'name': 'Catherine Reid', 'email': 'catherine-2.reid@polymtl.ca'}}",
nickel,ecoinvent-3.10-cutoff,"treatment of sulfidic tailings, from nickel mine operation, tailings impoundment","sulfidic tailings, from nickel mine operation",CA,kilogram,"This dataset represents the activity of waste disposal of sulfidic tailings, from nickel mine operation in a tailings impoundment in Canada. 
Background: Tailings, a waste material produced during mineral concentration (beneficiation), often contain significant quantities of mobile toxic metals and are typically produced in large quantities. To manage these wastes, tailings are commonly stored behind dammed impoundments, known as tailings ponds. These ponds pose a significant long-term pollution risk as metals may leach out into the surrounding environment, potentially over very long timeframes.
Modelling approach: This dataset was produced using a model developed specifically for assessing the long-term emissions of tailings disposal (see Doka, 2017). The tailings disposal model is based on the modelling framework applied in existing landfill process models used in ecoinvent and is based on a top-down approach. Literature data on measurements of deposited tailings compositions (solids) and measured current concentrations in leachate (liquid) form the basis of the model and are used to characterise pollutant mobility and calculate the currently occurring rate of emissions of the landfill. Heeding chief parameters, such as hydrology, pH development and elemental chemistry, these emissions are then projected into the future. Tailings composition is based on the typical composition of tailings at nickel mine sites worldwide; i.e. composition is not region-specific. Land use was calculated following the approach described by Doka (2008). Based on an assumed generic final height of a tailings impoundment of 60 m and an assumed tailings density of 2200 kg/m3, a land area of 7.58E-06 m2 is required per kilogram of sulfidic tailings. The land is assumed to be converted from unknown origin to a disposal site. After an operational phase of 30 years, spontaneous restoration of a consolidated state is assumed to be reached after one hundred years. The total occupation time is therefore 130 years and the land occupation per kilogram tailings is 9.85E-04 m2.
Waste composition (wet, in ppm): H2O 300000; O 623400; H na; C 6145; S 359.53; N 5.0454; P 223.04; B 54.583; Cl 102.61; Br 0.22894; F 772.88; I na; Ag 8.5672; As 54.876; Ba 349.73; Cd 4.2073; Co 14.437; Cr 55.949; Cu 649.95; Hg 0.26107; Mn 191.27; Mo 11.985; Ni 730.27; Pb 164.15; Sb 28.927; Se 6.5496; Sn 27.855; V 127.15; Zn 232.03; Be 1.1555; Sc 12.867; Sr 98.34; Ti 227.57; Tl 2.8558; W 9.9784; Si 37291; Fe 10762; Ca 3218.1; Al 10317; K 1762.7; Mg 1565.1; Na 1013.   //  Share of carbon in waste that is biogenic 0%.
Activity extent: The dataset includes all potential emissions to the environment and land use changes. Input exchanges of infrastructure, materials, energy, and water are not included here but are accounted for in the activity, nickel mine operation.
References
Doka, G. (2008). Life Cycle Inventory data of mining waste: Emissions from sulfidic tailings disposal. Zürich, Switzerland: Doka Life Cycle Assessments.
Doka, G. (2017). A model for waste-specific and climate-specific life cycle inventories of tailings impoundments. Zürich, Switzerland: Doka Life Cycle Assessments.
Geography:  Given name of site is 'Nickel deposits; Canada'. Impoundment site with mean annual temperature (MAT) of 0.67490547813106 degC, mean annual precipitation (MAP) of 768.019873431727 mm/year, mean annual actual evaporation (EAT) of 332.923319782727 mm/year, and net infiltration of 601.558213540364 mm/year (using half of natural surface evapotranspiration). 
Temperature at site can result in permafrost conditions, which slows down water flow by a factor of 0.991. 
Technology:  This is an inventory for an impoundment of copper ore beneficiation tailings waste. The following assumptions were made concerning technology: final impoundment height is 60 meters; operation phase duration is 30 years; and impoundment leachates are released into the environment untreated.
Time period:  'Data on average composition of tailings and tailings-derived leachates from literature sources published between 1994 and 2017 (mean publication date: 2009±6). Mean annual temperature and precipitation data for 1970-2000 (source: Fick and Hijmans, 2017); mean annual evapotranspiration for 1950-2000 (source: Fekete et al., 2002). Production volume based on world mine production data from the USGS Minerals Yearbook 2015. Transfer coefficients from prospective, tailings-specific model. 
References: 
Fekete, B. M., Vorosmarty, C. J. & Grabs, W. (2002). High-resolution fields of global runoff combining observed river discharge and simulated water balances. Global Biogeochemical Cycles, 16, 15-1 - 15-10.
Fick, S. E. & Hijmans, R. J. (2017). Worldclim 2: New 1-km spatial resolution climate surfaces for global land areas. International Journal of Climatology, 37, 4302-4315.'",,ordinary transforming activity,-1.0,[],"{'data entry': {'name': 'David Turner', 'email': 'david.turner@empa.ch'}, 'data generator': {'name': 'David Turner', 'email': 'david.turner@empa.ch'}}",
aluminium,ecoinvent-3.10-cutoff,"aluminium alloy production, Metallic Matrix Composite","copper, cathode",CA-QC,kilogram,"This dataset represents the manufacturing of aluminium alloyed, metallic matrix composite, billets and ingots. It represents production of ceramic reinforced aluminium alloys. Primary aluminium slab is used as the main aluminium bearing input (75-80%). Scrap aluminium is used as aluminium input up to 20-15%. Aluminium scrap and cold primary slabs and other metal additive are pre-heated in a furnace to remove all trace of water. Powder alloying additives are dried by cycloning with hot air. Aluminium is melt in an induction furnace where aluminium based alloys, silicium carbide and bore carbide powders and pure metals are added to obtain desired alloy composition. Refractory material is used to prevent oxidation of molten aluminium alloy and as coating for mold. Final product is cast by direct chilled vertical casting or ingot mold and allowed to cool down slowly in an oven. ",,ordinary transforming activity,1.0,"[{'description': 'electricity process and auxiliairies', 'id': '1798980a-f06c-4e91-a79b-c7af63a54356', 'unit': 'kilowatt hour', 'comment': 'Measured value. Electricity requirements for process and auxiliairies (heating, maintenance of furnace when no production, etc.).', 'amount': 3.937, 'pedigree': {'reliability': 2, 'completeness': 2, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': 1.37, 'scale': 0.03605551275463989, 'scale without pedigree': 0.02449489742783178, 'name': 'kWh_process'}, {'description': 'electricity wastewater treatment', 'id': 'd262a2cd-afb0-49f9-b0e3-7c0c258335bf', 'unit': 'kilowatt hour', 'comment': 'Measured value. Electricity input for insitu wastewater treatment. Based on total water used in process. Note that around 42% of total water used in the process is treated, cooled and reused in closed loop. ', 'amount': 0.102, 'pedigree': {'reliability': 2, 'completeness': 2, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': -2.28, 'scale': 0.03605551275463989, 'scale without pedigree': 0.02449489742783178, 'name': 'kWh_ww'}]","{'data entry': {'name': 'Marylène Dussault', 'email': 'support@ecoinvent.org'}, 'data generator': {'name': 'Marylène Dussault', 'email': 'support@ecoinvent.org'}}",
aluminium,ecoinvent-3.10-cutoff,"electricity voltage transformation from high to medium voltage, aluminium industry","electricity, medium voltage, aluminium industry",CA,kilowatt hour,"Geography:  Canada
Time period:  Production volume updated with 2016 data from AAC",,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'François Saunier', 'email': 'francois.saunier@polymtl.ca'}, 'data generator': {'name': 'François Saunier', 'email': 'francois.saunier@polymtl.ca'}}",
copper,ecoinvent-3.10-cutoff,"selective coating, copper sheet, physical vapour deposition","selective coat, copper sheet, physical vapour deposition",CA-QC,square meter,"Inventory for selective coatings of solar absorbers.
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Child dataset exchanges identical to GLO dataset. Created to enable linking to regional markets (e.g. for electricity). Data quality indicators adjusted accordingly.
Geography:  Production plant in DE.
Child dataset exchanges identical to GLO dataset. Created to enable linking to regional markets (e.g. for electricity). Data quality indicators adjusted accordingly.
Technology:  TINOX (titanium-nitrite-oxide) PVD process.
Time period:  Environmental report.",,ordinary transforming activity,1.0,"[{'description': 'Quebec gross domestic product 2011', 'id': '4c4da3c9-0eac-460f-905f-635c077f18b0', 'unit': 'USD(2011)', 'comment': 'Quebec Gross domestic product for 2011, expressed in 2011 USD. Source: Institut de la statistique du Québec. Converted from CAD to USD using a yearly average exchange rate of 0.989 CAD/USD (Source: bank of Canada).', 'amount': 311000000000.0, 'pedigree': {'reliability': 1, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': 26.46, 'scale': 0.02449489742783178, 'scale without pedigree': 0.02449489742783178, 'name': 'quebecGDP2011'}, {'description': 'world gross domestic product 2011', 'id': 'ec57464e-4c88-4983-a8d1-6f9566c63756', 'unit': 'USD(2011)', 'comment': '\xa0World Gross domestic product for 2011, expressed in 2011 USD. Source:\xa0World Bank.', 'amount': 70000000000000.0, 'pedigree': {'reliability': 1, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': 31.88, 'scale': 0.02449489742783178, 'scale without pedigree': 0.02449489742783178, 'name': 'worldGDP2011'}]","{'data entry': {'name': 'Pascal Lesage', 'email': 'pascal.lesage@polymtl.ca'}, 'data generator': {'name': 'Pascal Lesage', 'email': 'pascal.lesage@polymtl.ca'}}",
aluminium,ecoinvent-3.10-cutoff,"casting, aluminium, lost-wax","casting, aluminium, lost-wax",CA-QC,kilogram,"This dataset represents the service of casting of aluminium parts using the lost-wax casting, or investment casting, method. This method is one of the oldest known metal working technics. While sand casting is the most frequently use casting technic, lost-wax casting is used for small, up to 32 kg, and precision parts, for exmple for the aeronautical sector. Although more expensive and intensive than sand casting or die casting, it requires less machining and surface finishing. Dataset represenst casting of 1 kg of aluminium and aluminum low-alloy parts by lost-wax casting. It includes materials and energy inputs, waste and emissions. Infrastructure are estimated. Production of metal in final part is excluded, only aluminum associated with losses and its waste management is included. Losses are estimated at 26.1% of aluminium input (or 35.3% of cast product), 97.5% are sent to recycling, the rest is lost in waste sludge.",,ordinary transforming activity,1.0,"[{'description': 'waste mineral oil', 'id': '54d18db1-c7dc-461e-a0a5-6af6b0d9993a', 'unit': 'kilogram', 'comment': 'Measured value. Waste oil recovered. Outputs for oil include sludge from oil separator, hazardous waste for incineration, hazardous waste for underground deposit, spent solvent and waste mineral oil.', 'amount': 0.010929487, 'pedigree': {'reliability': 2, 'completeness': 4, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': -4.52, 'scale': 0.0565685424949238, 'scale without pedigree': 0.02449489742783178, 'name': 'waste_oil'}, {'description': 'wax, used', 'id': '984ff0cd-5a06-4272-a34b-293634107d9c', 'unit': 'kilogram', 'comment': 'Measured Value. Used wax for molds sold to supplier who treats and resells it.\n', 'amount': 0.99358, 'pedigree': {'reliability': 2, 'completeness': 4, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': -0.01, 'scale': 0.0565685424949238, 'scale without pedigree': 0.02449489742783178, 'name': 'wax'}]","{'data entry': {'name': 'Jean-Francois Menard', 'email': 'jean-francois.menard@polymtl.ca'}, 'data generator': {'name': 'Jean-Francois Menard', 'email': 'jean-francois.menard@polymtl.ca'}}",
aluminium,ecoinvent-3.10-cutoff,"aluminium alloy production, Metallic Matrix Composite","aluminium alloy, metal matrix composite",CA-QC,kilogram,"This dataset represents the manufacturing of aluminium alloyed, metallic matrix composite, billets and ingots. It represents production of ceramic reinforced aluminium alloys. Primary aluminium slab is used as the main aluminium bearing input (75-80%). Scrap aluminium is used as aluminium input up to 20-15%. Aluminium scrap and cold primary slabs and other metal additive are pre-heated in a furnace to remove all trace of water. Powder alloying additives are dried by cycloning with hot air. Aluminium is melt in an induction furnace where aluminium based alloys, silicium carbide and bore carbide powders and pure metals are added to obtain desired alloy composition. Refractory material is used to prevent oxidation of molten aluminium alloy and as coating for mold. Final product is cast by direct chilled vertical casting or ingot mold and allowed to cool down slowly in an oven. ",,ordinary transforming activity,1.0,"[{'description': 'electricity process and auxiliairies', 'id': '1798980a-f06c-4e91-a79b-c7af63a54356', 'unit': 'kilowatt hour', 'comment': 'Measured value. Electricity requirements for process and auxiliairies (heating, maintenance of furnace when no production, etc.).', 'amount': 3.937, 'pedigree': {'reliability': 2, 'completeness': 2, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': 1.37, 'scale': 0.03605551275463989, 'scale without pedigree': 0.02449489742783178, 'name': 'kWh_process'}, {'description': 'electricity wastewater treatment', 'id': 'd262a2cd-afb0-49f9-b0e3-7c0c258335bf', 'unit': 'kilowatt hour', 'comment': 'Measured value. Electricity input for insitu wastewater treatment. Based on total water used in process. Note that around 42% of total water used in the process is treated, cooled and reused in closed loop. ', 'amount': 0.102, 'pedigree': {'reliability': 2, 'completeness': 2, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': -2.28, 'scale': 0.03605551275463989, 'scale without pedigree': 0.02449489742783178, 'name': 'kWh_ww'}]","{'data entry': {'name': 'Marylène Dussault', 'email': 'support@ecoinvent.org'}, 'data generator': {'name': 'Marylène Dussault', 'email': 'support@ecoinvent.org'}}",
tellurium,ecoinvent-3.10-cutoff,"tellurium production, semiconductor-grade","tellurium, semiconductor-grade",CA-QC,kilogram,"This datasets describes the production of high-grade tellurium (99.999%) from copper-telluride cementate by hydrometallurgical processes. These hydrometallurgical processes are the dissolving of copper-telluride cementate with sulphuric acid, the following electrolysis and subsequent purification with zone-melting. This purity of tellurium can be used in the production of thin film solar cells. 
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Child dataset exchanges identical to GLO dataset. Created to enable linking to regional markets (e.g. for electricity). Data quality indicators adjusted accordingly.
Geography:  Production in GLO.
Child dataset exchanges identical to GLO dataset. Created to enable linking to regional markets (e.g. for electricity). Data quality indicators adjusted accordingly.
Technology:  Production of tellurium from copper-telluride cementate (from copper production), purification to 99.999% (5N)
Time period:  based on literature and patents",,ordinary transforming activity,1.0,"[{'description': 'fraction, process water, to air', 'id': 'daadf2d4-7bbb-4f69-8ab5-58df4c1685eb', 'unit': 'dimensionless', 'comment': 'Literature value. In case when no industry/process specific data are available, default evaporation fraction value is used. This value is 15% and is based on literature (Statistics Canada, 2007 & Shaffer, K.H., 2008, Consumptive water use in the Great Lakes Basin, USGS & Shiklomanov, 2003, World Water Resources at the Beginning of the 21st Century) and has been approved by an expert.', 'amount': 0.15, 'pedigree': {'reliability': 4, 'completeness': 4, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 4}, 'uncertainty type': 2, 'loc': -1.9, 'scale': 0.30335622624235026, 'scale without pedigree': 0.2, 'name': 'fraction_PW_to_air'}]","{'data entry': {'name': 'Pascal Lesage', 'email': 'pascal.lesage@polymtl.ca'}, 'data generator': {'name': 'Pascal Lesage', 'email': 'pascal.lesage@polymtl.ca'}}",
gold,ecoinvent-3.10-cutoff,gold-silver mine operation and beneficiation,zinc concentrate,CA-QC,kilogram,"Geography:  Inputs and outputs relate to Quebec production.
Technology:  The ore is mined in an underground mine and transported by trucks to the mill for further processing. 
The ore is then fed into a series of grinding mills where steel balls grind the ore. Then follows the steps of flotation of copper and zinc, concentrate handling, cyanide destruction and backfilling of the tailings, refining of gold by electro-winning and melting in furnace to produce the gold and silver ingots. 20% of the tailings produce are sent underground to be used as backfill; sulfidic tailing is managed on site in tailings ponds.
Time period:  The dataset represents the activity in 2012",,ordinary transforming activity,1.0,"[{'description': 'fraction_PW_to_air', 'id': '03aa6275-c0cd-43cf-894c-b062f8a2baa6', 'unit': 'dimensionless', 'comment': 'Literature value. In case when no industry/process specific data are available, default evaporation fraction value is used. This value is 15% and is based on literature (Statistics Canada, 2007 & Shaffer, K.H., 2008, Consumptive water use in the Great Lakes Basin, USGS & Shiklomanov, 2003, World Water Resources at the Beginning of the 21st Century) and has been approved by an expert.', 'amount': 0.15, 'uncertainty type': 0, 'loc': 0.15, 'name': 'fraction_PW_to_air'}, {'description': 'fraction_TW_to_air', 'id': 'bed45657-1efd-4ddb-bbe3-952e8f626a05', 'unit': 'dimensionless', 'comment': 'Calculated value. See comment in the other parametres present in this dataset. Tap water is considered to be always used as process water, thus process water fractions to air are applied to all tap water input flows to calculate the amount of water consumed in the processes.', 'amount': 0.15, 'uncertainty type': 0, 'loc': 0.15, 'name': 'fraction_TW_to_air'}]","{'data entry': {'name': 'Catherine Reid', 'email': 'catherine-2.reid@polymtl.ca'}, 'data generator': {'name': 'Catherine Reid', 'email': 'catherine-2.reid@polymtl.ca'}}",
aluminium,ecoinvent-3.10-cutoff,"aluminium sulfate production, without water, in 4.33% aluminium solution state","aluminium sulfate, without water, in 4.33% aluminium solution state",CA-QC,kilogram,"This dataset represents the production of aluminium sulfate in the region of Québec. The functional unit represent 1 kg of aluminium sulfate (Al2(SO4)3). The final product is however sold in a 4.33% aluminium solution state, which corresponds to 8.18% Al2O3, 27.45% Al2(SO4)3 or 47.69% solid aluminium sulfate (if the hydrated aluminium sulfate form is assumed to be Al2(SO4)3.14H2O).
Geography:  Data from a single manufacturing company in the region of Québec. They are used as average for the region of Québec.",,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'Jean-Francois Menard', 'email': 'jean-francois.menard@polymtl.ca'}, 'data generator': {'name': 'Jean-Francois Menard', 'email': 'jean-francois.menard@polymtl.ca'}}",
cadmium,ecoinvent-3.10-cutoff,"cadmium production, primary",cadmium,CA-QC,kilogram,"This dataset describes the primary production of 1 kg of cadmium metal (99.9%) in Quebec. This is a child dataset, with exchanges identical to the GLO dataset. It was created to enable linking to regional markets (e.g. for electricity). Data quality indicators were adjusted accordingly.
The assumptions used for this dataset are the same as for the GLO: as roughly 70% of primary cadmium is produced as by-product by companies that produce refined zinc (in the activity ""primary zinc production from concentrate""), this dataset represents the remaining 30% of production of refined cadmium.
No secondary sources of cadmium from post consumer scrap are considered. Only the most important source is taken into account: the cadmium sludges from hydrometallurgical zinc operations (modelled in the activity ""primary zinc production from concentrate"").
For the use in applications where cadmium is a major constituent - e.g. in NiCd battery systems - the dataset should be complemented with additional specific emission factors and the secondary production process.
Geography:  Child dataset; the exchanges are identical to the GLO dataset. Created to enable linking to regional markets (e.g. for electricity). Data quality indicators adjusted accordingly.
Technology:  Cadmium sludge formed in hydrometallurgical zinc operations by purification of zinc solution, via subsequent purification and oxidation of the sponge. Cadmium cathodes are formed by electrowinning. Other sources from pyrometallurgical zinc wastes and post consumer scrap (batteries) are disregarded.
OXIDATION & PURIFICATION
Cadmium is extracted by oxidizing the enriched starting materials solutions, remnants of hydrometallurgical zinc refining. In order to oxidize the cadmium, air is blown in . Cadmium is precipitated from the solution as a metal sponge by reduction with zinc dust. The precipitated sponge contains 90 % cadmium and only 2.5 % zinc. No heat is used for drying.
ELECTROWINNING
The cadmium sponge is precipitated directly in the tank with the electrolytic acid. The anode consists of lead, which does not dissolve, whereas the cathode is aluminum sheet. The current yield is ca. 93 %; the energy consumption is 1250 kWh per tonne of cadmium cathode sheet deposited. Typical impurity levels in electrolytic cadmium sheet are 5 - 10 ppm Cu, 15 - 20 ppm Pb, 5 - 10 ppm Tl, and 5 ppm Zn. The zinc dust used for cementation of the cadmium sponge is recovered later in the sludge of the electrolysis and will be returned into the zinc cycle.",,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'David FitzGerald', 'email': 'fitzgerald@ecoinvent.org'}, 'data generator': {'name': 'Pascal Lesage', 'email': 'pascal.lesage@polymtl.ca'}}",
