metal,database,name,product,location,unit,description,categories,activity type,production amount,parameters,authors,data quality
gold,ecoinvent-3.10-cutoff,gold refinery operation,gold,ZA,kilogram,"This dataset describe the refinery of gold. Unrefined gold (85% gold) is upgraded to the London Good Delivery Standard (99.5% gold). A small percentage is further upgrade to the Jewellery standard (99.8% gold).
Geography:  Rand Refinery (Pty) Limited is the largest integrated single-site precious metals refining and smelting complex in the world. Rand Refinery is the refining hub for Africa and increasingly beyond. It was established in 1920 to refine gold within South Africa which until that time had been refined in London. Since its inception it has refined nearly 50,000 tonnes of gold. This represents some 30% of all the gold mined in the world since antiquity.  Figure below provide the overview top gold producer globally (source: www.focus-economics.org).
Image: https://db3.ecoinvent.org/images/2373e982-a28b-463e-b140-e24663691d9f
Technology:  REFINING: The refinery, which provides a same day refining service, employs the widely used Miller Chlorination Process to upgrade the gold bullion it receives from mines to at least 99.50% fine gold, the minimum standard required for gold sold on the world bullion markets. It also employs the world’s leading silver refining technology. To further refine gold and silver to 99.99% the cost-effective once-through Wohlwill electrolytic refining process is used.
MILLER CHLORINATION PROCESS: This is a pyrometallurgical process whereby gold dore is heated in furnace crucibles. The process is able to separate gold from impurities by using chlorine gas which is added to the crucibles once the gold is molten. Chlorine gas does not react with gold but will combine with silver and base metals to form chlorides. Once the chlorides have formed they float to the surface as slag or escape as volatile gases. The surface melt and the fumes containing the impurities are collected and further refined to extract the gold and silver. 
This process can take up to 90 minutes produces gold which is at least 99.5% pure with silver being the main remaining component. This gold can be cast into bars as 99.5% gold purity meets the minimum London Good Delivery. However some customers such as jewellers and other industrial end users require gold that is almost 100% pure, so further refining is necessary. In this case, gold using the Miller process is cast into anodes which are then sent to an electrolytic plant. The final product is 99.99% pure gold sponge that can then be melted to produce various end products suited to the needs of the customer.
WOHLWILL PROCESS - The electrolytic method of gold refining was first developed by Dr. Emil Wohlwill of Norddeutsche Affinerie in Hamburg in 1874. Dr. Wohlwill’s process is based on the solubility of gold but the insolubility of silver in an electrolyte solution of gold chloride (AuCl3) in hydrochloric acid.  Figure below provide the overview of the refining process (source Rand Refinery Brochure)
Emissions includes also HCl to air: 7.48e-03 Calculated from rand refinery scrubber and baghouse emmission values Metal concentrators, Emmision report 2016 http://www.environmentalconsultants.co.za/wp-content/uploads/2016/11/Appendix-D1.pdf
Image: https://db3.ecoinvent.org/images/7f46a8e2-2df0-4cf4-99a8-2878640be562",,ordinary transforming activity,1.0,"[{'description': 'fraction, process water, to air', 'id': 'daadf2d4-7bbb-4f69-8ab5-58df4c1685eb', 'unit': 'dimensionless', 'comment': 'Literature value. In case when no industry/process specific data are available, default evaporation fraction value is used. This value is 15% and is based on literature (Statistics Canada, 2007 & Shaffer, K.H., 2008, Consumptive water use in the Great Lakes Basin, USGS & Shiklomanov, 2003, World Water Resources at the Beginning of the 21st Century) and has been approved by an expert.', 'amount': 0.15, 'pedigree': {'reliability': 4, 'completeness': 4, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 4}, 'uncertainty type': 2, 'loc': -1.897, 'scale': 0.30335622624235026, 'scale without pedigree': 0.2, 'name': 'fraction_PW_to_air'}, {'description': 'water used in primary activity', 'id': 'a65021f9-6be9-4628-b076-96c4efdb626e', 'unit': 'cubic meter', 'comment': 'water input to the process, from Rand water treatment plant', 'amount': 0.10522, 'uncertainty type': 0, 'loc': 0.10522, 'name': 'totWaterPA'}]","{'data entry': {'name': 'Russo', 'email': 'v.russo@uct.ac.za'}, 'data generator': {'name': 'Russo', 'email': 'v.russo@uct.ac.za'}}",
aluminium,ecoinvent-3.10-cutoff,"market for aluminium around steel bi-metal wire, 3.67mm external diameter","aluminium around steel bi-metal wire, 3.67mm external diameter",GLO,meter,"This is a market activity. Each market represents the consumption mix of a product in a given geography, connecting suppliers with consumers of the same product in the same geographical area. Markets group the producers and also the imports of the product (if relevant) within the same geographical area. They also account for transport to the consumer and for the losses during that process, when relevant.
This is the market for  'aluminium around steel bi-metal wire, 3.67mm external diameter', in the Global geography.
This market contains no transport or losses, as they are irrelevant for the delivered product.",,market activity,1.0,[],"{'data entry': {'name': '[System]', 'email': 'support@ecoinvent.org'}, 'data generator': {'name': '[System]', 'email': 'support@ecoinvent.org'}}",
uranium,ecoinvent-3.10-cutoff,"uranium production, diffusion, enriched 3.0%","uranium, enriched 3.0%, per separative work unit",FR,unit,"This module does not use data specific for the EURODIF plant, except the electricity consumption per unit of SWU (2400 kWh/SWU) and its supply by nuclear power plants. However, the indirect environmental burdens imported through the high electricity uses are fully represented. Only few information were available for emission species to air and water from US model diffusion plants; they are used here as first guess. Contrary to USEC units, no CFCs are used in the Eurodif facility, which is cooled by a double loop using only water. The factor for the infrastructure requirement is calculated with EURODIF capacity of 10800 t SWU for assumed 30 years operation. 
Geography:  US data.
Technology:  Eurodif uranium enrichment diffusion plant started operation in the late 1970s.",,ordinary transforming activity,1.0,"[{'description': 'fraction, cooling water, cooling pond system, to air', 'id': '606c3625-2a78-4202-87a6-16f43eec86c3', 'unit': 'dimensionless', 'comment': 'Calculated based on literature value (Scown, C.D., 2011, Water Footprint of U.S. Transportation Fuels and supplying information of the article) (Vionnet, S., Quantis Water Database - Technical Report, 2012). ', 'amount': 0.032, 'pedigree': {'reliability': 2, 'completeness': 3, 'temporal correlation': 1, 'geographical correlation': 3, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': -3.44, 'scale': 0.20322401432901577, 'scale without pedigree': 0.2, 'name': 'fraction_CW_CP_to_air'}, {'description': 'fraction, cooling water, once-through system, to air', 'id': '0b267c5e-0421-434c-8209-62d70a1f2f07', 'unit': 'dimensionless', 'comment': 'Calculated based on literature value (Scown, C.D., 2011, Water Footprint of U.S. Transportation Fuels and supplying information of the article) (Vionnet, S., Quantis Water Database - Technical Report, 2012). ', 'amount': 0.004, 'pedigree': {'reliability': 2, 'completeness': 3, 'temporal correlation': 1, 'geographical correlation': 3, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': -5.52, 'scale': 0.20322401432901577, 'scale without pedigree': 0.2, 'name': 'fraction_CW_OT_to_air'}, {'description': 'fraction, cooling water, recirculating system, to air', 'id': 'e952df4c-1ca5-4710-9f53-be47be9191c1', 'unit': 'dimensionless', 'comment': 'Calculated based on literature value (Scown, C.D., 2011, Water Footprint of U.S. Transportation Fuels and supplying information of the article) (Vionnet, S., Quantis Water Database - Technical Report, 2012). ', 'amount': 0.771, 'pedigree': {'reliability': 2, 'completeness': 3, 'temporal correlation': 1, 'geographical correlation': 3, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': -0.26, 'scale': 0.20322401432901577, 'scale without pedigree': 0.2, 'name': 'fraction_CW_R_to_air'}, {'description': 'fraction, cooling water, to air', 'id': 'd1efa4be-e613-43fd-9d73-e8b92b39b283', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature value (see comments of the other parametres present in this dataset) and expert opinion. In the case when no industry/literature data are available about the type of cooling or directly fraction, cooling water, to air specific for the process a default assumption is applied. It is assumed that the once-through cooling system is used in 50% of all cases and recirculating system is used in another 50% of all cases. ', 'amount': 0.3875, 'pedigree': {'reliability': 4, 'completeness': 4, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 4}, 'uncertainty type': 2, 'loc': -0.95, 'scale': 0.30335622624235026, 'scale without pedigree': 0.2, 'name': 'fraction_CW_to_air'}, {'description': 'fraction, water, decarbonised, to air', 'id': '68b1bd9b-e466-4d80-9da1-eb76644717dc', 'unit': 'dimensionless', 'comment': 'Calculated value. See comments in the other parametres present in this dataset. Decarbonised water is considered to be always used as cooling water, thus cooling water fractions to air are applied to all carbonised water input flows to calculate the amount of water consumed in the processes.', 'amount': 0.3875, 'pedigree': {'reliability': 4, 'completeness': 4, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 4}, 'uncertainty type': 2, 'loc': -0.95, 'scale': 0.30335622624235026, 'scale without pedigree': 0.2, 'name': 'fraction_WDC_to_air'}]","{'data entry': {'name': 'Roberto Dones', 'email': 'psi@ecoinvent.org'}, 'data generator': {'name': 'Roberto Dones', 'email': 'psi@ecoinvent.org'}}",
uranium,ecoinvent-3.10-cutoff,"uranium fuel element production, enriched 3.8%, for light water reactor","uranium, enriched 3.8%, in fuel element for light water reactor",RoW,kilogram,"Dataset is identical to datasets with similar name for European nuclear energy chains, with teh notable difference of using the US electricity mix. Modeled is the operation of a plant fabricating UO2 fuel for light water nuclear reactors (PWR and BWR), with only fresh uranium, although US plants may use HEU (highly enriched uranium from warheads) from Russia. Data for the operation of a nuclear fuel fabrication facility are relatively old but emissions to water are complete for a US plant. Radioactive emissions to air and water have been taken or derived from two commercial German facilities: both (one operational, the other closed) exhibit emissions per unit of product fuel much lower than data published in the 1980s. An average value of the two plants is used. Zirconium for cladding is modelled as chromium, for lack of complete information on its metallurgical process; the uncertainty value reflects only the amount. This module is linked with one enrichment module with specific characteristics for the mix or enrichment processes and electricity supply mix; hence, before using the cumulated results of this module the conditions for enrichment should be verified.
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Geography:  North American and European conditions
Technology:  Information regards facilities operating in the 1980s, with few more recent data.",,ordinary transforming activity,1.0,"[{'description': 'fraction, cooling water, cooling pond system, to air', 'id': '606c3625-2a78-4202-87a6-16f43eec86c3', 'unit': 'dimensionless', 'comment': 'Calculated based on literature value (Scown, C.D., 2011, Water Footprint of U.S. Transportation Fuels and supplying information of the article) (Vionnet, S., Quantis Water Database - Technical Report, 2012). ', 'amount': 0.032, 'pedigree': {'reliability': 2, 'completeness': 3, 'temporal correlation': 1, 'geographical correlation': 3, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': -3.44, 'scale': 0.20322401432901577, 'scale without pedigree': 0.2, 'name': 'fraction_CW_CP_to_air'}, {'description': 'fraction, cooling water, once-through system, to air', 'id': '0b267c5e-0421-434c-8209-62d70a1f2f07', 'unit': 'dimensionless', 'comment': 'Calculated based on literature value (Scown, C.D., 2011, Water Footprint of U.S. Transportation Fuels and supplying information of the article) (Vionnet, S., Quantis Water Database - Technical Report, 2012). ', 'amount': 0.004, 'pedigree': {'reliability': 2, 'completeness': 3, 'temporal correlation': 1, 'geographical correlation': 3, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': -5.52, 'scale': 0.20322401432901577, 'scale without pedigree': 0.2, 'name': 'fraction_CW_OT_to_air'}, {'description': 'fraction, cooling water, recirculating system, to air', 'id': 'e952df4c-1ca5-4710-9f53-be47be9191c1', 'unit': 'dimensionless', 'comment': 'Calculated based on literature value (Scown, C.D., 2011, Water Footprint of U.S. Transportation Fuels and supplying information of the article) (Vionnet, S., Quantis Water Database - Technical Report, 2012). ', 'amount': 0.771, 'pedigree': {'reliability': 2, 'completeness': 3, 'temporal correlation': 1, 'geographical correlation': 3, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': -0.26, 'scale': 0.20322401432901577, 'scale without pedigree': 0.2, 'name': 'fraction_CW_R_to_air'}, {'description': 'fraction, cooling water, to air', 'id': 'd1efa4be-e613-43fd-9d73-e8b92b39b283', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature value (see comments of the other parametres present in this dataset) and expert opinion. In the case when no industry/literature data are available about the type of cooling or directly fraction, cooling water, to air specific for the process a default assumption is applied. It is assumed that the once-through cooling system is used in 50% of all cases and recirculating system is used in another 50% of all cases. ', 'amount': 0.3875, 'pedigree': {'reliability': 4, 'completeness': 4, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 4}, 'uncertainty type': 2, 'loc': -0.95, 'scale': 0.30335622624235026, 'scale without pedigree': 0.2, 'name': 'fraction_CW_to_air'}, {'description': 'fraction, water, decarbonised, to air', 'id': '68b1bd9b-e466-4d80-9da1-eb76644717dc', 'unit': 'dimensionless', 'amount': 0.3875, 'pedigree': {'reliability': 4, 'completeness': 4, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 4}, 'uncertainty type': 2, 'loc': -0.95, 'scale': 0.30335622624235026, 'scale without pedigree': 0.2, 'name': 'fraction_WDC_to_air'}]","{'data entry': {'name': '[System]', 'email': 'support@ecoinvent.org'}, 'data generator': {'name': 'Roberto Dones', 'email': 'psi@ecoinvent.org'}}",
aluminium,ecoinvent-3.10-cutoff,"aluminium production, primary, ingot","aluminium, primary, ingot",CN,kilogram,"The dataset represents the production of 1kg of primary aluminium ingot. Molten aluminium produced from the electrolytic process is tapped from reduction cells, weighed, sampled and analysed before it is poured into a holding furnace and heated to approximately 750°C using natural gas as a fuel. Alloying elements, such as magnesium, silicon and manganese, for additional strength, corrosion resistance and other properties, are added to the aluminium. It is typically at this point in the process that clean, sorted scrap can also be added but for the purposes of this dataset, scrap remelting is excluded. During furnace charging and preparation, aluminium dross (a thick liquid or solid phase) forms at the surface of molten aluminium. This mixture of aluminium oxides is remelted to recover the aluminium that would otherwise be lost. Metallurgical analysis verifies that the metal meets customer specifications before the molten, alloyed (or pure, unalloyed) aluminium is cast into products of specific dimensions, before being weighed, bundled and strapped ready for transport.                                  Original dataset included some alloying elements.  These were replaced by liquid aluminium to generate a theoretical 100% aluminium ingot.
For more information on the process, please go to 
http://primary.world-aluminium.org/index.php?id=285
[This dataset is meant to replace the following datasets:]",,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'Linlin Wu', 'email': 'wu@world-aluminium.org'}, 'data generator': {'name': 'Linlin Wu', 'email': 'wu@world-aluminium.org'}}",
aluminium,ecoinvent-3.10-cutoff,"sheet rolling, aluminium","sheet rolling, aluminium",RoW,kilogram,"Aluminium ingots of 500-700 mm thickness and up to 25 tonnes weight, are rolled, first hot, then cold, to a final sheet thickness ranging from 0.2 to 6 mm. The module can be applied also for section bar rolling of aluminium.
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Geography:  Data-set is representive for European Union
Technology:  Avarage technique for European Union. The infrastructure was assumed to be the same as for rolling steel.",,ordinary transforming activity,1.0,"[{'description': 'fraction, cooling water, cooling pond system, to air', 'id': '606c3625-2a78-4202-87a6-16f43eec86c3', 'unit': 'dimensionless', 'comment': 'Calculated based on literature value (Scown, C.D., 2011, Water Footprint of U.S. Transportation Fuels and supplying information of the article) (Vionnet, S., Quantis Water Database - Technical Report, 2012). ', 'amount': 0.032, 'pedigree': {'reliability': 2, 'completeness': 3, 'temporal correlation': 1, 'geographical correlation': 3, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': -3.44, 'scale': 0.20322401432901577, 'scale without pedigree': 0.2, 'name': 'fraction_CW_CP_to_air'}, {'description': 'fraction, cooling water, once-through system, to air', 'id': '0b267c5e-0421-434c-8209-62d70a1f2f07', 'unit': 'dimensionless', 'comment': 'Calculated based on literature value (Scown, C.D., 2011, Water Footprint of U.S. Transportation Fuels and supplying information of the article) (Vionnet, S., Quantis Water Database - Technical Report, 2012). ', 'amount': 0.004, 'pedigree': {'reliability': 2, 'completeness': 3, 'temporal correlation': 1, 'geographical correlation': 3, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': -5.52, 'scale': 0.20322401432901577, 'scale without pedigree': 0.2, 'name': 'fraction_CW_OT_to_air'}, {'description': 'fraction, cooling water, recirculating system, to air', 'id': 'e952df4c-1ca5-4710-9f53-be47be9191c1', 'unit': 'dimensionless', 'comment': 'Calculated based on literature value (Scown, C.D., 2011, Water Footprint of U.S. Transportation Fuels and supplying information of the article) (Vionnet, S., Quantis Water Database - Technical Report, 2012). ', 'amount': 0.771, 'pedigree': {'reliability': 2, 'completeness': 3, 'temporal correlation': 1, 'geographical correlation': 3, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': -0.26, 'scale': 0.20322401432901577, 'scale without pedigree': 0.2, 'name': 'fraction_CW_R_to_air'}, {'description': 'fraction, cooling water, to air', 'id': 'd1efa4be-e613-43fd-9d73-e8b92b39b283', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature value (see comments of the other parametres present in this dataset) and expert opinion. In the case when no industry/literature data are available about the type of cooling or directly fraction, cooling water, to air specific for the process a default assumption is applied. It is assumed that the once-through cooling system is used in 50% of all cases and recirculating system is used in another 50% of all cases. ', 'amount': 0.3875, 'pedigree': {'reliability': 4, 'completeness': 4, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 4}, 'uncertainty type': 2, 'loc': -0.95, 'scale': 0.30335622624235026, 'scale without pedigree': 0.2, 'name': 'fraction_CW_to_air'}, {'description': 'fraction, process water, to air', 'id': 'daadf2d4-7bbb-4f69-8ab5-58df4c1685eb', 'unit': 'dimensionless', 'amount': 0.2, 'pedigree': {'reliability': 4, 'completeness': 4, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 4}, 'uncertainty type': 2, 'loc': -1.61, 'scale': 0.30335622624235026, 'scale without pedigree': 0.2, 'name': 'fraction_PW_to_air'}]","{'data entry': {'name': '[System]', 'email': 'support@ecoinvent.org'}, 'data generator': {'name': 'Silvio Blaser', 'email': 'art@ecoinvent.org'}}",
nickel,ecoinvent-3.10-cutoff,"platinum group metal, extraction and refinery operations","nickel, class 1",ZA,kilogram,"This dataset represents data from four major platinum producing companies in South Africa Northam Platinum, Anglo American Platinum, Lonmin Platinum and Impala Platinum. Of the four only Anglo-American Platinum, Lonmin Platinum and Impala Platinum operate refineries. Platinum Group Metals (PGMs) is recovered through underground and open pit mining. The processing of the ore consists of concentration, smelting and refining. PGM mining in South Africa is located in the Bushveld Complex, which includes three distinct mineral-bearing reefs: The Merensky Reef, The UG2 Reef and Platreef.
[This dataset is meant to replace the following datasets: - platinum group metal mine operation, ore with high rhodium content, ZA, 1995 - 2002 (2e5ef946-afd2-44a7-a41c-f7054fe43052)]
Geography:  THE BUSHVELD COMPLEX: The Bushveld Complex, formed some 2 billion years ago, is found in the northern part of South Africa, and is the world’s largest layered intrusion. This igneous body hosts more than half the work’s platinum group metals, and other associated minerals such as chromium, vanadium and refractory minerals. The intrusion is divided into four limbs – the northern, southern, eastern and western limbs. The Bushveld Complex is made up of the Rustenburg Layered Suite, the Lebowa Granites and the Rooiberg Felsics. It is underlain by rocks from the Transvaal Supergroup and overlain by Karoo sediments. The Rustenburg Layered Suite contains mainly mafic rocks and is divided into a number of different zones. The marginal zone is found around the edge of the intrusion, while from the base of the complex up is the Lower Zone, the Critical Zone, the Main Zone and lastly the Upper Zone. The chromitite seams in the Critical Zone are divided into the lower, the middle and the upper groups (UG), with the LG6, UG1 and UG2 being of greatest economic importance. The magnetite in the Upper Zone is rich in vanadium. The Merensky Reef is found between the Critical and the Main Zone, and is rich in Platinum Group Elements (PGEs) – i.e. platinum, palladium, rhodium, iridium, osmium and ruthenium.The complex has its geographic centre located north of Pretoria and it covers over 66.000 km2.
PLATINUM IN HISTORY: The first known occurrence of platinum in an application dates back to 700BC in Egypt, where the metal was used in the Casket of Thebes (a little box decorated with hieroglyphics in gold, silver and an alloy of PGMs). Much later, in the 1500s in South America, the Spanish Conquistadors found many occurrences of what they termed platina, while they were panning for gold. In Europe, scientists of the day had a difficult time of trying to categorise and find application for the metal, mainly because of its durability and other extraordinary properties. A breakthrough came in the 18th century when a Swedish researcher added arsenic to the metal, but it was only in 1782 that platinum was successfully melted by adding oxygen. After a further 25 years it became possible to produce platinum commercially using this method, and the metal was used mainly for decorative purposes. With the scientific and technological progress in the enlightenment era, there were breakthroughs in the refining of platinum, followed by the discovery of palladium and rhodium. The catalytic properties of platinum became apparent for the first time, and the first fuel cell was devised in 1842 using platinum electrodes. In England the collaborative work of Percival Norton Johnson and his apprentice George Matthey gave rise to the eponymous partnership Johnson and Matthey. Their work at the time culminated in perfecting the techniques of separation and refining of PGMs and casting the metal in homogeneous ingots. At that stage supplies were difficult to source, and came primarily from Colombia, the Urals in Russia and from later discoveries in Canada, which became the world’s largest supplier until the mid 20th century.
PLATINUM MINING IN SOUTH AFRICA: In South Africa the discovery of the first platinum nuggets dates back to 1924. The geologist Hans Merensky’s follow-up work resulted in the discovery of two deposits, each around 100 kilometres in length, which became known as the Bushveld Igneous Complex. This discovery started with test work in the area around Mashishing (formerly known as Lydenburg). Based on successive encouraging findings, Merensky approached a circle of friends to raise funds to investigate any payable platinum deposits. He used the farm Maandagshoek as a base and later secured 23 claims, and worked quickly to locate other platinum occurrences in the area. Merensky’s work resulted in the naming of the Merensky reef. In 1925 follow-up work resulted in the identification of the eastern limb of the Bushveld Complex. The mines on this geological structure have for many years produced more than 75% of the world’s output. Since World War 2 platinum mine production grew continuously in response to new applications being developed for the metals. A significant new use of platinum was in the petroleum industry, where platinum catalysts were introduced to increase the octane rating of petroleum and to manufacture important primary feedstocks for the growing plastics industry. This was followed in the 1960s by growing demand for platinum jewellery – given its purity, colour, prestige and value. In the latter half of the 20th century, the platinum sector in South Africa was dominated by Gencor, JCI and Lonrho. Corporate actions eventually saw the mines in these groups housed under Implats, Amplats and Lonmin respectively, the majors in the sector, and responsible for producing up to 80% of the world’s PGM supplies. The advent of black economic empowerment, and the use-it-or-lose-it approach to minerals rights (envisaged in the MPRDA) led to a shift in the sector, and the growth and rise of smaller platinum companies, including intense interest from foreign investors and operators alike. This legislation coincided with an upswing in PGM demand and prices from 2002 through to 2008, before a global economic depression heralded the end of the glory days in the platinum sector and shut many smaller operators down.
Image: https://db3.ecoinvent.org/images/3c8dd70a-b435-4dad-b8d7-43b94628e285
Image: https://db3.ecoinvent.org/images/f22e9c0a-bac0-455d-a71f-15cea1c8b0be
Technology:  The ores from the different ore bodies are processed in concentrators where a PGM concentrate is produced with a tailing by product. The PGM base metal concentrate product from the different concentrators processing the different ores are blended during the smelting phase to balance the sulphur content in the final matte product. Smelter operators also carry out toll smelting from third part concentrators. The smelter product is send to the Base metal refinery where the PGMs are separated from the Base Metals. Precious metal refinery is carried out on PGM concentrate from the Base metal refinery to split the PGMs into individual metal products. Water analyses measurements for Anglo Platinum obtained from literature (Slatter et.al, 2009). Mudd, G., 2010. Platinum group metals: a unique case study in the sustainability of mineral resources, in: The 4th International Platinum Conference, Platinum in Transition “Boom or Bust.” Water share between MC and EC from Mudd (2010). Mudd, G., 2010. Platinum group metals: a unique case study in the sustainability of mineral resources, in: The 4th International Platinum Conference, Platinum in Transition “Boom or Bust.”",,ordinary transforming activity,1.0,"[{'description': 'fraction, process water, to air', 'id': 'daadf2d4-7bbb-4f69-8ab5-58df4c1685eb', 'unit': 'dimensionless', 'comment': 'Literature value. In case when no industry/process specific data are available, default evaporation fraction value is used. This value is 15% and is based on literature (Statistics Canada, 2007 & Shaffer, K.H., 2008, Consumptive water use in the Great Lakes Basin, USGS & Shiklomanov, 2003, World Water Resources at the Beginning of the 21st Century) and has been approved by an expert.', 'amount': 0.15, 'uncertainty type': 0, 'loc': 0.15, 'name': 'fraction_PW_to_air'}, {'description': 'water used in primary activity', 'id': 'a65021f9-6be9-4628-b076-96c4efdb626e', 'unit': 'cubic meter', 'comment': 'total water consumption including all the water sources', 'amount': 253.8, 'uncertainty type': 0, 'loc': 253.8, 'name': 'totWaterPA'}]","{'data entry': {'name': 'Russo', 'email': 'v.russo@uct.ac.za'}, 'data generator': {'name': 'Russo', 'email': 'v.russo@uct.ac.za'}}",
aluminium,ecoinvent-3.10-cutoff,"aluminium, ingot, primary, import from South America","aluminium, primary, ingot","IAI Area, North America",kilogram,"This dataset represents the amount of imported primary aluminium from South America to North America. The import value is valid for 2016 and includes all imports, independently whether used within the importing region, or re-exported. AA and AAC statistics",,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'François Saunier', 'email': 'francois.saunier@polymtl.ca'}, 'data generator': {'name': 'François Saunier', 'email': 'francois.saunier@polymtl.ca'}}",
aluminium,ecoinvent-3.10-cutoff,"aluminium production, primary, ingot","aluminium, primary, ingot","IAI Area, Africa",kilogram,"The dataset represents the production of 1kg of primary aluminium ingot. Molten aluminium produced from the electrolytic process is tapped from reduction cells, weighed, sampled and analysed before it is poured into a holding furnace and heated to approximately 750°C using natural gas as a fuel. Alloying elements, such as magnesium, silicon and manganese, for additional strength, corrosion resistance and other properties, are added to the aluminium. It is typically at this point in the process that clean, sorted scrap can also be added but for the purposes of this dataset, scrap remelting is excluded. During furnace charging and preparation, aluminium dross (a thick liquid or solid phase) forms at the surface of molten aluminium. This mixture of aluminium oxides is remelted to recover the aluminium that would otherwise be lost. Metallurgical analysis verifies that the metal meets customer specifications before the molten, alloyed (or pure, unalloyed) aluminium is cast into products of specific dimensions, before being weighed, bundled and strapped ready for transport. Original dataset included some alloying elements.  These were replaced by liquid aluminium to generate a theoretical 100% aluminium ingot.
For more information on the process, please go to 
http://primary.world-aluminium.org/index.php?id=285
[This dataset is meant to replace the following datasets:]",,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'Linlin Wu', 'email': 'wu@world-aluminium.org'}, 'data generator': {'name': 'Linlin Wu', 'email': 'wu@world-aluminium.org'}}",
aluminium,ecoinvent-3.10-cutoff,aluminium oxide production,"aluminium oxide, metallurgical","IAI Area, Russia & RER w/o EU27 & EFTA",kilogram,"Data on Al(OH)3 extraction and calcination to Al2O3 was aggregated on original source (IAI 2015, IAI personnal communication 2017). In- and outputs of AL(OH)3 are calculated according to the stoichiometry (1.530 kg Al(OH)3 --> 1.000 kg Al2O3 + 0.530 kg H2O). Separate energy data was provided by IAI for production of hydrate and calcination processes.
Two sources were used in the creation of this dataset: IAI 2015 Survey data; and original ecoinvent 2 data (Althaus, 2007) for flows unreported by IAI.
As reported by the IAI: ""Total alumina production is the quantity of aluminium oxide trihydrate produced in a defined period and expressed as 100%, nominal aluminium oxide (Al2O3) equivalent, irrespective of further processing. Total alumina production figures have two components, that to be used for the production of aluminium (metallurgical grade alumina) and that to be used for any other purpose (chemical grade alumina)."" (IAIA, 2019, ALUMINA PRODUCTION. Retrieved from: http://www.world-aluminium.org/statistics/alumina-production/, accesseed 11 Feb 2019).
Geography:  While IAI data are global in scope, flows not reported by IAI and taken from anterior ecoinvent v2 dataset are based on European data.
Technology:  Average technology for the aluminium produced globally.",,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'Linlin Wu', 'email': 'wu@world-aluminium.org'}, 'data generator': {'name': 'Linlin Wu', 'email': 'wu@world-aluminium.org'}}",
