"REF_DATE","GEO","DGUID","Products","Variables","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Nunavut","2016A000262","Iron, agglomerates (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419411","16.19.2","0","","","","0"
"2021","Nunavut","2016A000262","Iron, agglomerates (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419412","16.19.3","0","","","","0"
"2021","Nunavut","2016A000262","Iron, agglomerates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419414","16.20.4","0","","","","0"
"2021","Nunavut","2016A000262","Iron, concentrates (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419415","16.21.1","5352496","","","","0"
"2021","Nunavut","2016A000262","Iron, concentrates (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419416","16.21.2","","x","","","0"
"2021","Nunavut","2016A000262","Iron, concentrates (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419417","16.21.3","","x","","","0"
"2021","Nunavut","2016A000262","Iron, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419418","16.22.4","","x","","","0"
"2021","Nunavut","2016A000262","Iron, remelt (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419419","16.23.1","0","","","","0"
"2021","Nunavut","2016A000262","Iron, remelt (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419420","16.23.2","0","","","","0"
"2021","Nunavut","2016A000262","Iron, remelt (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419421","16.24.4","0","","","","0"
"2021","Nunavut","2016A000262","Lead, concentrates (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419422","16.25.1","0","","","","0"
"2021","Nunavut","2016A000262","Lead, concentrates (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419423","16.25.2","0","","","","0"
"2021","Nunavut","2016A000262","Lead, concentrates (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419424","16.25.3","0","","","","0"
"2021","Nunavut","2016A000262","Lead, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419425","16.26.4","0","","","","0"
"2021","Nunavut","2016A000262","Lead, recoverable (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419426","16.27.1","0","","","","0"
"2021","Nunavut","2016A000262","Lead, recoverable (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419427","16.27.2","0","","","","0"
"2021","Nunavut","2016A000262","Lead, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419428","16.28.4","0","","","","0"
"2021","Nunavut","2016A000262","Lithium, recoverable (kilograms)","Quantity produced","Kilograms","192","units","0","v1277419429","16.29.1","0","","","","0"
"2021","Nunavut","2016A000262","Lithium, recoverable (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277419430","16.29.2","0","","","","0"
"2021","Nunavut","2016A000262","Lithium, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419433","16.30.4","0","","","","0"
"2021","Nunavut","2016A000262","Molybdenum, concentrates (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419434","16.31.1","0","","","","0"
"2021","Nunavut","2016A000262","Molybdenum, concentrates (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419435","16.31.2","0","","","","0"
"2021","Nunavut","2016A000262","Molybdenum, concentrates (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419436","16.31.3","0","","","","0"
"2021","Nunavut","2016A000262","Molybdenum, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419437","16.32.4","0","","","","0"
"2021","Nunavut","2016A000262","Molybdenum, recoverable (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419438","16.33.1","0","","","","0"
"2021","Nunavut","2016A000262","Molybdenum, recoverable (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419439","16.33.2","0","","","","0"
"2021","Nunavut","2016A000262","Molybdenum, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419440","16.34.4","0","","","","0"
"2021","Nunavut","2016A000262","Nickel, concentrates (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419441","16.35.1","0","","","","0"
"2021","Nunavut","2016A000262","Nickel, concentrates (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419442","16.35.2","0","","","","0"
"2021","Nunavut","2016A000262","Nickel, concentrates (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419443","16.35.3","0","","","","0"
"2021","Nunavut","2016A000262","Nickel, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419444","16.36.4","0","","","","0"
"2021","Nunavut","2016A000262","Nickel, recoverable (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419445","16.37.1","0","","","","0"
"2021","Nunavut","2016A000262","Nickel, recoverable (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419446","16.37.2","0","","","","0"
"2021","Nunavut","2016A000262","Nickel, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419447","16.38.4","0","","","","0"
"2021","Nunavut","2016A000262","Niobium, concentrates (kilograms)","Quantity produced","Kilograms","192","units","0","v1277419448","16.39.1","0","","","","0"
"2021","Nunavut","2016A000262","Niobium, concentrates (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277419449","16.39.2","0","","","","0"
"2021","Nunavut","2016A000262","Niobium, concentrates (kilograms)","Closing inventories","Kilograms","192","units","0","v1277419450","16.39.3","0","","","","0"
"2021","Nunavut","2016A000262","Niobium, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419452","16.40.4","0","","","","0"
"2021","Nunavut","2016A000262","Niobium, recoverable (kilograms)","Quantity produced","Kilograms","192","units","0","v1277419453","16.41.1","0","","","","0"
"2021","Nunavut","2016A000262","Niobium, recoverable (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277419454","16.41.2","0","","","","0"
"2021","Nunavut","2016A000262","Niobium, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419455","16.42.4","0","","","","0"
"2021","Nunavut","2016A000262","Palladium, concentrates (kilograms)","Quantity produced","Kilograms","192","units","0","v1277419456","16.43.1","0","","","","0"
"2021","Nunavut","2016A000262","Palladium, concentrates (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277419457","16.43.2","0","","","","0"
"2021","Nunavut","2016A000262","Palladium, concentrates (kilograms)","Closing inventories","Kilograms","192","units","0","v1277419458","16.43.3","0","","","","0"
"2021","Nunavut","2016A000262","Palladium, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419459","16.44.4","0","","","","0"
"2021","Nunavut","2016A000262","Platinum group, recoverable (grams)","Quantity produced","Grams","147","units","0","v1277419460","16.45.1","0","","","","0"
"2021","Nunavut","2016A000262","Platinum group, recoverable (grams)","Quantity shipped","Grams","147","units","0","v1277419461","16.45.2","0","","","","0"
"2021","Nunavut","2016A000262","Iridium, recoverable (grams)","Quantity produced","Grams","147","units","0","v1277419462","16.46.1","0","","","","0"
"2021","Nunavut","2016A000262","Iridium, recoverable (grams)","Quantity shipped","Grams","147","units","0","v1277419463","16.46.2","0","","","","0"
"2021","Nunavut","2016A000262","Palladium, recoverable (grams)","Quantity produced","Grams","147","units","0","v1277419464","16.47.1","0","","","","0"
"2021","Nunavut","2016A000262","Palladium, recoverable (grams)","Quantity shipped","Grams","147","units","0","v1277419465","16.47.2","0","","","","0"
"2021","Nunavut","2016A000262","Platinum, recoverable (grams)","Quantity produced","Grams","147","units","0","v1277419466","16.48.1","0","","","","0"
"2021","Nunavut","2016A000262","Platinum, recoverable (grams)","Quantity shipped","Grams","147","units","0","v1277419467","16.48.2","0","","","","0"
"2021","Nunavut","2016A000262","Rhodium, recoverable (grams)","Quantity produced","Grams","147","units","0","v1277419468","16.49.1","0","","","","0"
"2021","Nunavut","2016A000262","Rhodium, recoverable (grams)","Quantity shipped","Grams","147","units","0","v1277419469","16.49.2","0","","","","0"
"2021","Nunavut","2016A000262","Ruthenium, recoverable (grams)","Quantity produced","Grams","147","units","0","v1277419473","16.50.1","0","","","","0"
"2021","Nunavut","2016A000262","Ruthenium, recoverable (grams)","Quantity shipped","Grams","147","units","0","v1277419474","16.50.2","0","","","","0"
"2021","Nunavut","2016A000262","Platinum group, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419475","16.51.4","0","","","","0"
"2021","Nunavut","2016A000262","Iridium, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419476","16.52.4","0","","","","0"
"2021","Nunavut","2016A000262","Palladium, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419477","16.53.4","0","","","","0"
"2021","Nunavut","2016A000262","Platinum, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419478","16.54.4","0","","","","0"
"2021","Nunavut","2016A000262","Rhodium, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419479","16.55.4","0","","","","0"
"2021","Nunavut","2016A000262","Ruthenium, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419480","16.56.4","0","","","","0"
"2021","Nunavut","2016A000262","Silver, concentrates (kilograms)","Quantity produced","Kilograms","192","units","0","v1277419481","16.57.1","0","","","","0"
"2021","Nunavut","2016A000262","Silver, concentrates (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277419482","16.57.2","0","","","","0"
"2021","Nunavut","2016A000262","Silver, concentrates (kilograms)","Closing inventories","Kilograms","192","units","0","v1277419483","16.57.3","0","","","","0"
"2021","Nunavut","2016A000262","Silver, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419484","16.58.4","0","","","","0"
"2021","Nunavut","2016A000262","Silver, recoverable (kilograms)","Quantity produced","Kilograms","192","units","0","v1277419485","16.59.1","","x","","","0"
"2021","Nunavut","2016A000262","Silver, recoverable (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277419486","16.59.2","","x","","","0"
"2021","Nunavut","2016A000262","Silver, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419488","16.60.4","","x","","","0"
"2021","Nunavut","2016A000262","Spodumene, concentrates (kilograms)","Quantity produced","Kilograms","192","units","0","v1277419489","16.61.1","0","","","","0"
"2021","Nunavut","2016A000262","Spodumene, concentrates (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277419490","16.61.2","0","","","","0"
"2021","Nunavut","2016A000262","Spodumene, concentrates (kilograms)","Closing inventories","Kilograms","192","units","0","v1277419491","16.61.3","0","","","","0"
"2021","Nunavut","2016A000262","Spodumene, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419492","16.62.4","0","","","","0"
"2021","Nunavut","2016A000262","Tantalum, concentrates (kilograms)","Quantity produced","Kilograms","192","units","0","v1277419493","16.63.1","0","","","","0"
"2021","Nunavut","2016A000262","Tantalum, concentrates (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277419494","16.63.2","0","","","","0"
"2021","Nunavut","2016A000262","Tantalum, concentrates (kilograms)","Closing inventories","Kilograms","192","units","0","v1277419495","16.63.3","0","","","","0"
"2021","Nunavut","2016A000262","Tantalum, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419496","16.64.4","0","","","","0"
"2021","Nunavut","2016A000262","Titanium dioxide, recoverable (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419497","16.65.1","0","","","","0"
"2021","Nunavut","2016A000262","Titanium dioxide, recoverable (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419498","16.65.2","0","","","","0"
"2021","Nunavut","2016A000262","Titanium dioxide, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419499","16.66.4","0","","","","0"
"2021","Nunavut","2016A000262","Uranium, concentrates (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419500","16.67.1","0","","","","0"
"2021","Nunavut","2016A000262","Uranium, concentrates (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419501","16.67.2","0","","","","0"
"2021","Nunavut","2016A000262","Uranium, concentrates (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419502","16.67.3","0","","","","0"
"2021","Nunavut","2016A000262","Uranium, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419503","16.68.4","0","","","","0"
"2021","Nunavut","2016A000262","Uranium, recoverable (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419504","16.69.1","0","","","","0"
"2021","Nunavut","2016A000262","Uranium, recoverable (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419505","16.69.2","0","","","","0"
"2021","Nunavut","2016A000262","Uranium, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419508","16.70.4","0","","","","0"
"2021","Nunavut","2016A000262","Zinc, concentrates (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419509","16.71.1","0","","","","0"
"2021","Nunavut","2016A000262","Zinc, concentrates (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419510","16.71.2","0","","","","0"
"2021","Nunavut","2016A000262","Zinc, concentrates (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419511","16.71.3","0","","","","0"
"2021","Nunavut","2016A000262","Zinc, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419512","16.72.4","0","","","","0"
"2021","Nunavut","2016A000262","Zinc, recoverable (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419513","16.73.1","0","","","","0"
"2021","Nunavut","2016A000262","Zinc, recoverable (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419514","16.73.2","0","","","","0"
"2021","Nunavut","2016A000262","Zinc, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419515","16.74.4","0","","","","0"
"2021","Nunavut","2016A000262","Non-metals (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419516","16.75.4","","..","","","0"
"2021","Nunavut","2016A000262","Barite (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419517","16.76.1","","..","","","0"
"2021","Nunavut","2016A000262","Barite (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419518","16.76.2","","..","","","0"
"2021","Nunavut","2016A000262","Barite (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419519","16.76.3","","..","","","0"
"2021","Nunavut","2016A000262","Barite (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419520","16.77.4","","..","","","0"
"2021","Nunavut","2016A000262","Diamonds (carats)","Quantity produced","Carats","399","units","0","v1277419521","16.78.1","","..","","","0"
"2021","Nunavut","2016A000262","Diamonds (carats)","Quantity shipped","Carats","399","units","0","v1277419522","16.78.2","","..","","","0"
"2021","Nunavut","2016A000262","Diamonds (carats)","Closing inventories","Carats","399","units","0","v1277419523","16.78.3","","..","","","0"
"2021","Nunavut","2016A000262","Diamonds (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419524","16.79.4","","..","","","0"
"2021","Nunavut","2016A000262","Gemstones (kilograms)","Quantity produced","Kilograms","192","units","0","v1277419534","16.84.1","","..","","","0"
"2021","Nunavut","2016A000262","Gemstones (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277419535","16.84.2","","..","","","0"
"2021","Nunavut","2016A000262","Gemstones (kilograms)","Closing inventories","Kilograms","192","units","0","v1277419536","16.84.3","","..","","","0"
"2021","Nunavut","2016A000262","Gemstones (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419537","16.85.4","","..","","","0"
"2021","Nunavut","2016A000262","Graphite (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419538","16.86.1","","..","","","0"
"2021","Nunavut","2016A000262","Graphite (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419539","16.86.2","","..","","","0"
"2021","Nunavut","2016A000262","Graphite (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419540","16.86.3","","..","","","0"
"2021","Nunavut","2016A000262","Graphite (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419541","16.87.4","","..","","","0"
"2021","Nunavut","2016A000262","Gypsum (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419542","16.88.1","","..","","","0"
"2021","Nunavut","2016A000262","Gypsum (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419543","16.88.2","","..","","","0"
"2021","Nunavut","2016A000262","Gypsum (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419544","16.88.3","","..","","","0"
"2021","Nunavut","2016A000262","Gypsum (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419545","16.89.4","","..","","","0"
"2021","Nunavut","2016A000262","Gypsum anhydrite (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419549","16.90.1","","..","","","0"
"2021","Nunavut","2016A000262","Gypsum anhydrite (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419550","16.90.2","","..","","","0"
"2021","Nunavut","2016A000262","Gypsum anhydrite (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419551","16.90.3","","..","","","0"
"2021","Nunavut","2016A000262","Gypsum anhydrite (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419552","16.91.4","","..","","","0"
"2021","Nunavut","2016A000262","Marl (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419289","16.100.1","","..","","","0"
"2021","Nunavut","2016A000262","Marl (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419290","16.100.2","","..","","","0"
"2021","Nunavut","2016A000262","Marl (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419291","16.100.3","","..","","","0"
"2021","Nunavut","2016A000262","Marl (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419292","16.101.4","","..","","","0"
"2021","Nunavut","2016A000262","Mica (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419293","16.102.1","","..","","","0"
"2021","Nunavut","2016A000262","Mica (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419294","16.102.2","","..","","","0"
"2021","Nunavut","2016A000262","Mica (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419295","16.102.3","","..","","","0"
"2021","Nunavut","2016A000262","Mica (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419296","16.103.4","","..","","","0"
"2021","Nunavut","2016A000262","Peat (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419301","16.106.1","","..","","","0"
"2021","Nunavut","2016A000262","Peat (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419302","16.106.2","","..","","","0"
"2021","Nunavut","2016A000262","Peat (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419303","16.106.3","","..","","","0"
"2021","Nunavut","2016A000262","Peat (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419304","16.107.4","","..","","","0"
"2021","Nunavut","2016A000262","Potash, muriate of potash (MOP) (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419311","16.110.1","","..","","","0"
"2021","Nunavut","2016A000262","Potash, muriate of potash (MOP) (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419312","16.110.2","","..","","","0"
"2021","Nunavut","2016A000262","Potash, muriate of potash (MOP) (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419313","16.110.3","","..","","","0"
"2021","Nunavut","2016A000262","Potash, potassium oxide (K2O) (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419305","16.108.1","","..","","","0"
"2021","Nunavut","2016A000262","Potash, potassium oxide (K2O) (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419306","16.108.2","","..","","","0"
"2021","Nunavut","2016A000262","Potash, potassium oxide (K2O) (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419307","16.108.3","","..","","","0"
"2021","Nunavut","2016A000262","Potash, muriate of potash (MOP) (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419314","16.111.4","","..","","","0"
"2021","Nunavut","2016A000262","Potassium sulphate (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419315","16.112.1","","..","","","0"
"2021","Nunavut","2016A000262","Potassium sulphate (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419316","16.112.2","","..","","","0"
"2021","Nunavut","2016A000262","Potassium sulphate (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419317","16.112.3","","..","","","0"
"2021","Nunavut","2016A000262","Potassium sulphate (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419318","16.113.4","","..","","","0"
"2021","Nunavut","2016A000262","Pumice (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419319","16.114.1","","..","","","0"
"2021","Nunavut","2016A000262","Pumice (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419320","16.114.2","","..","","","0"
"2021","Nunavut","2016A000262","Pumice (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419321","16.114.3","","..","","","0"
"2021","Nunavut","2016A000262","Pumice (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419322","16.115.4","","..","","","0"
"2021","Nunavut","2016A000262","Salt (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419323","16.116.1","","..","","","0"
"2021","Nunavut","2016A000262","Salt (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419324","16.116.2","","..","","","0"
"2021","Nunavut","2016A000262","Salt (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419325","16.116.3","","..","","","0"
"2021","Nunavut","2016A000262","Salt, fine vaccum (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419326","16.117.1","","..","","","0"
"2021","Nunavut","2016A000262","Salt, fine vaccum (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419327","16.117.2","","..","","","0"
"2021","Nunavut","2016A000262","Salt, fine vaccum (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419328","16.117.3","","..","","","0"
"2021","Nunavut","2016A000262","Salt, in brine (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419329","16.118.1","","..","","","0"
"2021","Nunavut","2016A000262","Salt, in brine (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419330","16.118.2","","..","","","0"
"2021","Nunavut","2016A000262","Salt, in brine (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419331","16.118.3","","..","","","0"
"2021","Nunavut","2016A000262","Salt, rock (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419332","16.119.1","","..","","","0"
"2021","Nunavut","2016A000262","Salt, rock (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419333","16.119.2","","..","","","0"
"2021","Nunavut","2016A000262","Salt, rock (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419334","16.119.3","","..","","","0"
"2021","Nunavut","2016A000262","Salt (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419336","16.120.4","","..","","","0"
"2021","Nunavut","2016A000262","Salt, fine vaccum (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419337","16.121.4","","..","","","0"
"2021","Nunavut","2016A000262","Salt, in brine (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419338","16.122.4","","..","","","0"
"2021","Nunavut","2016A000262","Salt, rock (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419339","16.123.4","","..","","","0"
"2021","Nunavut","2016A000262","Serpentine (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419354","16.130.1","","..","","","0"
"2021","Nunavut","2016A000262","Serpentine (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419355","16.130.2","","..","","","0"
"2021","Nunavut","2016A000262","Serpentine (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419356","16.130.3","","..","","","0"
"2021","Nunavut","2016A000262","Serpentine (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419357","16.131.4","","..","","","0"
"2021","Nunavut","2016A000262","Soapstone, pyrophyllite and talc (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419358","16.132.1","","..","","","0"
"2021","Nunavut","2016A000262","Soapstone, pyrophyllite and talc (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419359","16.132.2","","..","","","0"
"2021","Nunavut","2016A000262","Soapstone, pyrophyllite and talc (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419360","16.132.3","","..","","","0"
"2021","Nunavut","2016A000262","Soapstone, pyrophyllite and talc  (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419361","16.133.4","","..","","","0"
"2021","Nunavut","2016A000262","Sodium sulphate (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419362","16.134.1","","..","","","0"
"2021","Nunavut","2016A000262","Sodium sulphate (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419363","16.134.2","","..","","","0"
"2021","Nunavut","2016A000262","Sodium sulphate (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419364","16.134.3","","..","","","0"
"2021","Nunavut","2016A000262","Sodium sulphate (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419365","16.135.4","","..","","","0"
"2021","Nunavut","2016A000262","Wollastonite (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419398","16.150.1","","..","","","0"
"2021","Nunavut","2016A000262","Wollastonite (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419399","16.150.2","","..","","","0"
"2021","Nunavut","2016A000262","Wollastonite (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419400","16.150.3","","..","","","0"
"2021","Nunavut","2016A000262","Wollastonite (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419401","16.151.4","","..","","","0"
"2021","Nunavut","2016A000262","Zeolite (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419402","16.152.1","","..","","","0"
"2021","Nunavut","2016A000262","Zeolite (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419403","16.152.2","","..","","","0"
"2021","Nunavut","2016A000262","Zeolite (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419404","16.152.3","","..","","","0"
"2021","Nunavut","2016A000262","Zeolite (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419405","16.153.4","","..","","","0"
"2021","Nunavut","2016A000262","Aggregates, clay and refractory minerals (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1287584096","16.154.4","","..","","","0"
"2021","Nunavut","2016A000262","Clay (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419526","16.80.1","","..","","","0"
"2021","Nunavut","2016A000262","Clay (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419527","16.80.2","","..","","","0"
"2021","Nunavut","2016A000262","Clay (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419528","16.80.3","","..","","","0"
"2021","Nunavut","2016A000262","Clay (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419529","16.81.4","","..","","","0"
"2021","Nunavut","2016A000262","Clay products (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419530","16.82.1","","..","","","0"
"2021","Nunavut","2016A000262","Clay products (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277419531","16.82.2","","..","","","0"
"2021","Nunavut","2016A000262","Clay products (tonnes)","Closing inventories","Tonnes","287","units","0","v1277419532","16.82.3","","..","","","0"
"2021","Nunavut","2016A000262","Clay products (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277419533","16.83.4","","..","","","0"
"2021","Nunavut","2016A000262","Lime (tonnes)","Quantity produced","Tonnes","287","units","0","v1277419553","16.92.1","","..","","","0"
