Facility GHGRP ID No. / Installation No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Location / Emplacement de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility Postal Code / Code postal de l'installation,Latitude,Longitude,Facility NPRI ID / Numéro d'identification de l'INRP,Facility NAICS Code / Code SCIAN de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,French Facility NAICS Code Description / Description du code SCIAN de l'installation en français,Reporting Company Legal Name / Dénomination sociale de la société déclarante,Reporting Company Trade Name / Nom commercial de la société déclarante,Reporting Company CRA Business Number / Numéro d'entreprise ARC de la société déclarante,Reporting Company DUNS Number / Numéro DUNS de la société déclarante,Public Contact Name / Nom du responsable des renseignements au public,Public Contact Position / Poste ou Titre du responsable des renseignements au public,Public Contact Telephone / Numéro de téléphone du responsable des renseignements au public,Public Contact Extension / Poste téléphonique du responsable des renseignements au public,Public Contact Email / Adresse électronique du responsable des renseignements au public,Public Contact Mailing Address / Adresse postale du responsable des renseignements au public,Public Contact City or District or Municipality / Ville ou District ou Municipalité du responsable des renseignements au public,Public Contact Province or Territory / Province ou Territoire du responsable des renseignements au public,Public Contact Postal Code / Code postal du responsable des renseignement au public,Emission Source / Source d'emission,CO2 (tonnes),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),HFC-23 (tonnes),HFC-23 (tonnes CO2e / tonnes éq. CO2),HFC-32 (tonnes),HFC-32 (tonnes CO2e / tonnes éq. CO2),HFC-41 (tonnes),HFC-41 (tonnes CO2e / tonnes éq. CO2),HFC-43-10mee (tonnes),HFC-43-10mee (tonnes CO2e / tonnes éq. CO2),HFC-125 (tonnes),HFC-125 (tonnes CO2e / tonnes éq. CO2),HFC-134 (tonnes),HFC-134 (tonnes CO2e / tonnes éq. CO2),HFC-134a (tonnes),HFC-134a (tonnes CO2e / tonnes éq. CO2),HFC-143 (tonnes),HFC-143 (tonnes CO2e / tonnes éq. CO2),HFC-143a (tonnes),HFC-143a (tonnes CO2e / tonnes éq. CO2),HFC-152a (tonnes),HFC-152a (tonnes CO2e / tonnes éq. CO2),HFC-227ea (tonnes),HFC-227ea (tonnes CO2e / tonnes éq. CO2),HFC-236fa (tonnes),HFC-236fa (tonnes CO2e / tonnes éq. CO2),HFC-245ca (tonnes),HFC-245ca (tonnes CO2e / tonnes éq. CO2),HFC Total (tonnes CO2e / tonnes éq. CO2),CF4 (tonnes),CF4 (tonnes CO2e / tonnes éq. CO2),C2F6 (tonnes),C2F6 (tonnes CO2e / tonnes éq. CO2),C3F8 (tonnes),C3F8 (tonnes CO2e / tonnes éq. CO2),C4F10 (tonnes),C4F10 (tonnes CO2e / tonnes éq. CO2),C4F8 (tonnes),C4F8 (tonnes CO2e / tonnes éq. CO2),C5F12 (tonnes),C5F12 (tonnes CO2e / tonnes éq. CO2),C6F14 (tonnes),C6F14 (tonnes CO2e / tonnes éq. CO2),PFC Total (tonnes CO2e / tonnes éq. CO2),SF6 (tonnes),SF6 (tonnes CO2e / tonnes éq. CO2),Total Emissions from Source (tonnes CO2e) / Émissions totales de la Source (tonnes éq. CO2),Total Facility Emissions (tonnes CO2e) / Émissions totales de l'installation (tonnes éq. CO2),GHGRP Quantification Requirements / Exigences de quantification du PDGES,Emission Factors / Coefficients d'émission,Engineering Estimates / Estimations techniques,Mass Balance / Bilan massique,Monitoring or Direct Measurement / Surveillance ou mesure directe
G10446,2022,Berland Gas Plant (14-15-059-24W5) - TOU,,Greenview,Alberta,,54.10681,-117.51674,18373,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Tourmaline Oil Corp,,835610825,835610825,Jason Wilshusen,Sr. HSER Advisor,4035152844,,jason.wilshusen@tourmalineoil.com,250 6th Avenue Southwest,Calgary,Alberta,T2P 3H7,Flaring / Torchage,300.0522,1.3894,38.9032,0.0069,1.8285,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,340.7839,41153.2479,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10446,2022,Berland Gas Plant (14-15-059-24W5) - TOU,,Greenview,Alberta,,54.10681,-117.51674,18373,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Tourmaline Oil Corp,,835610825,835610825,Jason Wilshusen,Sr. HSER Advisor,4035152844,,jason.wilshusen@tourmalineoil.com,250 6th Avenue Southwest,Calgary,Alberta,T2P 3H7,Leakage / Fuites,2.7153,61.9998,1735.9944,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,1738.7097,41153.2479,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Applicable
G10446,2022,Berland Gas Plant (14-15-059-24W5) - TOU,,Greenview,Alberta,,54.10681,-117.51674,18373,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Tourmaline Oil Corp,,835610825,835610825,Jason Wilshusen,Sr. HSER Advisor,4035152844,,jason.wilshusen@tourmalineoil.com,250 6th Avenue Southwest,Calgary,Alberta,T2P 3H7,Stationary Fuel Combustion / Combustion stationnaire de combustibles,36087.668,98.0306,2744.8568,0.9103,241.2295,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,39073.7543,41153.2479,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10447,2022,Noel Sweet Gas Plant,,,British Columbia,,55.294,-120.484,15714,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Cenovus Energy Inc.,Cenovus,873215610,0,,,,,,,,,,Flaring / Torchage,803.01406,4.97123,139.19444,0.0015,0.3975,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,942.606,42226.07576,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10447,2022,Noel Sweet Gas Plant,,,British Columbia,,55.294,-120.484,15714,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Cenovus Energy Inc.,Cenovus,873215610,0,,,,,,,,,,Leakage / Fuites,0.41288,3.83535,107.3898,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,107.80268,42226.07576,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G10447,2022,Noel Sweet Gas Plant,,,British Columbia,,55.294,-120.484,15714,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Cenovus Energy Inc.,Cenovus,873215610,0,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,26220.08743,85.98976,2407.71328,0.79392,210.3888,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,28838.18951,42226.07576,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10447,2022,Noel Sweet Gas Plant,,,British Columbia,,55.294,-120.484,15714,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Cenovus Energy Inc.,Cenovus,873215610,0,,,,,,,,,,Venting / Évacuation,37.76413,439.27548,12299.71344,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,12337.47757,42226.07576,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet
G10451,2022,Narraway Sweet Gas Plant 10-08,,,Alberta,,54.35022,-119.4578,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,121346357,209137967,Andrew Higgins,"Supervisor, Environmental Operations",4035176784,,andrew.higgins@cnrl.com,855 2nd Street Southwest,Calgary,Alberta,T2P 4J8,Flaring / Torchage,222.92,1.64,45.92,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,268.84,32814.052,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10451,2022,Narraway Sweet Gas Plant 10-08,,,Alberta,,54.35022,-119.4578,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,121346357,209137967,Andrew Higgins,"Supervisor, Environmental Operations",4035176784,,andrew.higgins@cnrl.com,855 2nd Street Southwest,Calgary,Alberta,T2P 4J8,Leakage / Fuites,0.024,1.716,48.048,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,48.072,32814.052,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G10451,2022,Narraway Sweet Gas Plant 10-08,,,Alberta,,54.35022,-119.4578,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,121346357,209137967,Andrew Higgins,"Supervisor, Environmental Operations",4035176784,,andrew.higgins@cnrl.com,855 2nd Street Southwest,Calgary,Alberta,T2P 4J8,Stationary Fuel Combustion / Combustion stationnaire de combustibles,27079.05,95.13,2663.64,6.99,1852.35,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,31595.04,32814.052,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10451,2022,Narraway Sweet Gas Plant 10-08,,,Alberta,,54.35022,-119.4578,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,121346357,209137967,Andrew Higgins,"Supervisor, Environmental Operations",4035176784,,andrew.higgins@cnrl.com,855 2nd Street Southwest,Calgary,Alberta,T2P 4J8,Venting / Évacuation,1.06,32.18,901.04,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,902.1,32814.052,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G10452,2022,Domtar Usine de Windsor,609 rang 12,Windsor,Quebec,J1S 2L9,45.5644,-71.979,1195,322121,Paper (except Newsprint) Mills,"Usines de papier, sauf le papier journal",Domtar Inc.,Domtar,101438984,202169744,Eric Olivier,"Chef de service Environnement, Procédés et Développement durable",8198452771,58043,eric.olivier@domtar.com,rang 12,Windsor,Quebec,J1S 2L9,Leakage / Fuites,4,1.94,54.32,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,58.32,125429.3155,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G10452,2022,Domtar Usine de Windsor,609 rang 12,Windsor,Quebec,J1S 2L9,45.5644,-71.979,1195,322121,Paper (except Newsprint) Mills,"Usines de papier, sauf le papier journal",Domtar Inc.,Domtar,101438984,202169744,Eric Olivier,"Chef de service Environnement, Procédés et Développement durable",8198452771,58043,eric.olivier@domtar.com,rang 12,Windsor,Quebec,J1S 2L9,Stationary Fuel Combustion / Combustion stationnaire de combustibles,105039.45,101.853,2851.884,27.7965,7366.0725,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,115257.4065,125429.3155,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10452,2022,Domtar Usine de Windsor,609 rang 12,Windsor,Quebec,J1S 2L9,45.5644,-71.979,1195,322121,Paper (except Newsprint) Mills,"Usines de papier, sauf le papier journal",Domtar Inc.,Domtar,101438984,202169744,Eric Olivier,"Chef de service Environnement, Procédés et Développement durable",8198452771,58043,eric.olivier@domtar.com,rang 12,Windsor,Quebec,J1S 2L9,Industrial Processes / Procédés industriels,602,,0,,0,,,,,,,,,,,,,0.00966,12.558,,,,,,,,,,,,,12.558,,,,,,,,,,,,,,,0,,0,614.558,125429.3155,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G10452,2022,Domtar Usine de Windsor,609 rang 12,Windsor,Quebec,J1S 2L9,45.5644,-71.979,1195,322121,Paper (except Newsprint) Mills,"Usines de papier, sauf le papier journal",Domtar Inc.,Domtar,101438984,202169744,Eric Olivier,"Chef de service Environnement, Procédés et Développement durable",8198452771,58043,eric.olivier@domtar.com,rang 12,Windsor,Quebec,J1S 2L9,On-site Transportation / Transport sur le site,2325,0.76,21.28,0.8934,236.751,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,2583.031,125429.3155,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10452,2022,Domtar Usine de Windsor,609 rang 12,Windsor,Quebec,J1S 2L9,45.5644,-71.979,1195,322121,Paper (except Newsprint) Mills,"Usines de papier, sauf le papier journal",Domtar Inc.,Domtar,101438984,202169744,Eric Olivier,"Chef de service Environnement, Procédés et Développement durable",8198452771,58043,eric.olivier@domtar.com,rang 12,Windsor,Quebec,J1S 2L9,Waste / Déchets,0,247,6916,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,6916,125429.3155,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10453,2022,East Windsor Cogeneration Centre,224 Cadillac Street,Windsor,Ontario,N8Y 2S7,42.32552,-83.00067,11791,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,East Windsor Cogeneration LP,,838486520,0,Matthew Bitzer,Plant Manager,2268261402,,mbitzer@capitalpower.com,224 Cadillac Street East,Windsor,Ontario,N8Y 2S7,Leakage / Fuites,0.0016,0.22,6.16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,6.1616,8919.385738,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10453,2022,East Windsor Cogeneration Centre,224 Cadillac Street,Windsor,Ontario,N8Y 2S7,42.32552,-83.00067,11791,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,East Windsor Cogeneration LP,,838486520,0,Matthew Bitzer,Plant Manager,2268261402,,mbitzer@capitalpower.com,224 Cadillac Street East,Windsor,Ontario,N8Y 2S7,Stationary Fuel Combustion / Combustion stationnaire de combustibles,8746.8854,2.260996,63.307888,0.2261,59.9165,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,8870.109788,8919.385738,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10453,2022,East Windsor Cogeneration Centre,224 Cadillac Street,Windsor,Ontario,N8Y 2S7,42.32552,-83.00067,11791,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,East Windsor Cogeneration LP,,838486520,0,Matthew Bitzer,Plant Manager,2268261402,,mbitzer@capitalpower.com,224 Cadillac Street East,Windsor,Ontario,N8Y 2S7,Industrial Processes / Procédés industriels,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0.00183,43.005,43.005,8919.385738,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G10453,2022,East Windsor Cogeneration Centre,224 Cadillac Street,Windsor,Ontario,N8Y 2S7,42.32552,-83.00067,11791,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,East Windsor Cogeneration LP,,838486520,0,Matthew Bitzer,Plant Manager,2268261402,,mbitzer@capitalpower.com,224 Cadillac Street East,Windsor,Ontario,N8Y 2S7,On-site Transportation / Transport sur le site,0.1065,0.000045,0.00126,0.000006,0.00159,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,0.10935,8919.385738,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10454,2022,Gunnell Comp Stn b-023-F,,,British Columbia,,58.85197,-121.7858,16667,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),NTE Energy Canada Ltd,NTE Energy Canada Ltd,824101380,123456789,,,,,,,,,,Leakage / Fuites,0.0121,0.6958,19.4824,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,19.4945,10531.1718,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G10454,2022,Gunnell Comp Stn b-023-F,,,British Columbia,,58.85197,-121.7858,16667,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),NTE Energy Canada Ltd,NTE Energy Canada Ltd,824101380,123456789,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,9428.3295,31.4689,881.1292,0.3006,79.659,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,10389.1177,10531.1718,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G10454,2022,Gunnell Comp Stn b-023-F,,,British Columbia,,58.85197,-121.7858,16667,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),NTE Energy Canada Ltd,NTE Energy Canada Ltd,824101380,123456789,,,,,,,,,,Venting / Évacuation,0.1576,4.3715,122.402,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,122.5596,10531.1718,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G10455,2022,Resthaven Sweet Gas Plant 08-11,,,Alberta,,54.1725,-118.3276,27963,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Pembina Pipeline Corporation,,870693231,247018146,Greg Unrau,"Supervisor, GHG and Air Emissions",8259450424,,gunrau@pembina.com,585 8 Avenue Southwest,Calgary,Alberta,T2P 1G1,Flaring / Torchage,9200.7258,13.9318,390.0904,0.1574,41.711,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,9632.5272,222685.9368,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G10455,2022,Resthaven Sweet Gas Plant 08-11,,,Alberta,,54.1725,-118.3276,27963,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Pembina Pipeline Corporation,,870693231,247018146,Greg Unrau,"Supervisor, GHG and Air Emissions",8259450424,,gunrau@pembina.com,585 8 Avenue Southwest,Calgary,Alberta,T2P 1G1,Leakage / Fuites,1.1964,36.9742,1035.2776,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,1036.474,222685.9368,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G10455,2022,Resthaven Sweet Gas Plant 08-11,,,Alberta,,54.1725,-118.3276,27963,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Pembina Pipeline Corporation,,870693231,247018146,Greg Unrau,"Supervisor, GHG and Air Emissions",8259450424,,gunrau@pembina.com,585 8 Avenue Southwest,Calgary,Alberta,T2P 1G1,Stationary Fuel Combustion / Combustion stationnaire de combustibles,150888.1465,1377.0284,38556.7952,68.8909,18256.0885,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,207701.0302,222685.9368,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G10455,2022,Resthaven Sweet Gas Plant 08-11,,,Alberta,,54.1725,-118.3276,27963,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Pembina Pipeline Corporation,,870693231,247018146,Greg Unrau,"Supervisor, GHG and Air Emissions",8259450424,,gunrau@pembina.com,585 8 Avenue Southwest,Calgary,Alberta,T2P 1G1,Venting / Évacuation,4.1574,153.991,4311.748,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,4315.9054,222685.9368,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G10456,2022,Sexsmith Sour Gas Plant,,SEXSMITH,Alberta,T0H 3C0,55.4819,-119.0592,4823,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Ovintiv Canada ULC,Ovintiv Canada ULC,894135797,200751980,Betty Seto Tang,Senior Air Quality Advisor,4036455083,,betty.setotang@ovintiv.com,500 Center Street Southeast,Calgary,Alberta,T2P 2S5,Flaring / Torchage,34009.97798,40.303368,1128.494304,0.281481,74.592465,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,35213.06475,92366.43587,Not applicable / Sans Objet,Applicable,Applicable,Applicable,Not applicable / Sans Objet
G10456,2022,Sexsmith Sour Gas Plant,,SEXSMITH,Alberta,T0H 3C0,55.4819,-119.0592,4823,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Ovintiv Canada ULC,Ovintiv Canada ULC,894135797,200751980,Betty Seto Tang,Senior Air Quality Advisor,4036455083,,betty.setotang@ovintiv.com,500 Center Street Southeast,Calgary,Alberta,T2P 2S5,Leakage / Fuites,0.39876,38.889854,1088.915912,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,1089.314672,92366.43587,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Applicable
G10456,2022,Sexsmith Sour Gas Plant,,SEXSMITH,Alberta,T0H 3C0,55.4819,-119.0592,4823,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Ovintiv Canada ULC,Ovintiv Canada ULC,894135797,200751980,Betty Seto Tang,Senior Air Quality Advisor,4036455083,,betty.setotang@ovintiv.com,500 Center Street Southeast,Calgary,Alberta,T2P 2S5,Stationary Fuel Combustion / Combustion stationnaire de combustibles,28575.42737,0.541381,15.158668,0.51884,137.4926,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,28728.07864,92366.43587,Not applicable / Sans Objet,Applicable,Applicable,Applicable,Not applicable / Sans Objet
G10456,2022,Sexsmith Sour Gas Plant,,SEXSMITH,Alberta,T0H 3C0,55.4819,-119.0592,4823,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Ovintiv Canada ULC,Ovintiv Canada ULC,894135797,200751980,Betty Seto Tang,Senior Air Quality Advisor,4036455083,,betty.setotang@ovintiv.com,500 Center Street Southeast,Calgary,Alberta,T2P 2S5,Venting / Évacuation,26052.30025,45.845627,1283.677556,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,27335.97781,92366.43587,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Applicable,Applicable
G10457,2022,Sierra Sour Gas Plant,,Sierra,British Columbia,,58.6856,-121.3178,16765,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),NTE Energy Canada Ltd,NTE Energy Canada Ltd,824101380,123456789,,,,,,,,,,Flaring / Torchage,248.0559,1.702,47.656,0.003,0.795,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,296.5069,89324.8778,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G10457,2022,Sierra Sour Gas Plant,,Sierra,British Columbia,,58.6856,-121.3178,16765,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),NTE Energy Canada Ltd,NTE Energy Canada Ltd,824101380,123456789,,,,,,,,,,Leakage / Fuites,0.3627,19.9326,558.1128,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,558.4755,89324.8778,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G10457,2022,Sierra Sour Gas Plant,,Sierra,British Columbia,,58.6856,-121.3178,16765,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),NTE Energy Canada Ltd,NTE Energy Canada Ltd,824101380,123456789,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,61477.8245,205.1813,5745.0764,1.9867,526.4755,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,67749.3764,89324.8778,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G10457,2022,Sierra Sour Gas Plant,,Sierra,British Columbia,,58.6856,-121.3178,16765,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),NTE Energy Canada Ltd,NTE Energy Canada Ltd,824101380,123456789,,,,,,,,,,Venting / Évacuation,20156.235,20.153,564.284,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,20720.519,89324.8778,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Applicable,Applicable
G10458,2022,Steeprock Sour Gas Plant,,,British Columbia,,55.3007,-120.0284,21451,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Veresen Midstream General Partner Inc.,,818653594,0,Todd Bawol,"Advisor, Environment",7804024500,,TBawol@pembina.com,,HYTHE,Alberta,T0H 2C0,Flaring / Torchage,2404.93018,9.55168,267.44704,0.01426,3.7789,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,2676.15612,68309.83045,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10458,2022,Steeprock Sour Gas Plant,,,British Columbia,,55.3007,-120.0284,21451,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Veresen Midstream General Partner Inc.,,818653594,0,Todd Bawol,"Advisor, Environment",7804024500,,TBawol@pembina.com,,HYTHE,Alberta,T0H 2C0,Leakage / Fuites,0.06362,3.75236,105.06608,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,105.1297,68309.83045,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
